'0fs_Summe'
176,83838
198,27222
23,956299
-23,696289
346,74316
-477,09155
1174,5315
1903,9478
4678,7852
92,828125
1468,1992
-148,89062
2278,9727
5816,8867
2329,5742
3219,1758
-100,63672
1177,4023
1258,0039
246,45117
-4589,418
17,736816
6546,2759
3977,9348
1928,3431
1145,0389
868,11792
752,60907
563,75378
538,47986
425,84012
368,84473
328,50977
317,6156
308,40436
215,58069
153,31184
81,990295
30,240553
-4,9429517
6,2212377
0,25380617
-2,5004485
-5,4859738
2,6711965
-0,59607029
2,216248
-1,1224653
5,3864832
