EDC100_101	Energy	Weighted					Summe		
0,25951669	1,166	0,302596461							
0,81654978	1,171	0,956179792							
3,9680209	1,176	4,666392578							
4,6926293	1,181	5,541995203							
5,1537452	1,186	6,112341807							
6,0368938	1,191	7,189940516							
4,7393117	1,196	5,668216793							
3,5235093	1,201	4,231734669							
5,5848064	1,206	6,735276518							
5,9671135	1,211	7,226174448							
4,9088392	1,216	5,969148467							
4,7220335	1,221	5,765602903							
4,2460794	1,226	5,205693344							
2,9566302	1,231	3,639611776							
2,3055024	1,236	2,849600966							
1,8127925	1,241	2,249675492							
0,74607557	1,246	0,92961016							
0,38149923	1,251	0,477255537							
0,85862684	1,256	1,078435311							
0,84158671	1,261	1,061240841							
1,3000746	1,266	1,645894444							
3,6956148	1,271	4,697126411							
3,4489577	1,276	4,400870025							
1,2885518	1,281	1,650634856							
4,7124977	1,286	6,060272042							
6,9528866	1,291	8,976176601							
1,7627695	1,296	2,284549272							
-0,73763973	1,301	-0,959669289							
-0,32405913	1,306	-0,423221224							
2,8225446	1,311	3,700355971							
5,1634235	1,316	6,795065326							
2,6713696	1,321	3,528879242							
2,2448037	1,326	2,976609706							
4,2550993	1,331	5,663537168							
5,1819205	1,336	6,923045788							
5,3283567	1,341	7,145326335							
3,7763042	1,346	5,082905453							
3,4874768	1,351	4,711581157							
5,4218116	1,356	7,35197653							
4,3656211	1,361	5,941610317							
2,1869514	1,366	2,987375612							
4,2749639	1,371	5,860975507							
5,8725052	1,376	8,080567155							
3,5073199	1,381	4,843608782							
1,9419802	1,386	2,691584557							
1,5840236	1,391	2,203376828							
1,9371971	1,396	2,704327152							
2,68225	1,401	3,75783225							
3,922955	1,406	5,51567473							
4,0946321	1,411	5,777525893							
1,0267936	1,416	1,453939738							
-0,18815577	1,421	-0,267369349							
1,1137791	1,426	1,588248997							
1,9461062	1,431	2,784877972							
2,4791059	1,436	3,559996072							
2,5815229	1,441	3,719974499							
2,861414	1,446	4,137604644							
4,3038898	1,451	6,2449441							
4,3379006	1,456	6,315983274							
1,2935789	1,461	1,889918773							
0,52638203	1,466	0,771676056							
2,0268731	1,471	2,98153033							
1,9105334	1,476	2,819947298							
1,2564354	1,481	1,860780827							
3,2552574	1,486	4,837312496							
5,0097756	1,491	7,46957542							
2,1772659	1,496	3,257189786							
-0,28059065	1,501	-0,421166566							
-0,08571434	1,506	-0,129085796							
0,72695482	1,511	1,098428733							
2,2691176	1,516	3,439982282							
2,3081062	1,521	3,51062953							
1,0383134	1,526	1,584466248							
0,12284446	1,531	0,188074868							
-0,52181399	1,536	-0,801506289							
0,067725837	1,541	0,104365515							
0,95759523	1,546	1,480442226							
1,1061325	1,551	1,715611507							
1,0826097	1,556	1,684540693							
0,96256739	1,561	1,502567696							
1,3439732	1,566	2,104662031							
3,2900515	1,571	5,168670906							
4,0967541	1,576	6,456484462							
2,2605553	1,581	3,573937929							
1,376806	1,586	2,183614316							
2,054177	1,591	3,268195607							
1,6845219	1,596	2,688496952							
0,18003491	1,601	0,288235891							
-0,093321174	1,606	-0,149873805							
0,58470356	1,611	0,941957435							
0,83638537	1,616	1,351598758							
0,8372333	1,621	1,357155179							
0,91936827	1,626	1,494892807							
1,11553	1,631	1,81942943							
2,7871284	1,636	4,559742062							
4,8014727	1,641	7,879216701							
3,6057684	1,646	5,935094786							
1,4568613	1,651	2,405278006							
0,28688225	1,656	0,475077006							
-0,46985492	1,661	-0,780429022							
0,092882395	1,666	0,15474207							
0,90186042	1,671	1,507008762							
1,0481873	1,676	1,756761915							
0,99515855	1,681	1,672861523							
0,55148804	1,686	0,929808835							
0,29589939	1,691	0,500365868							
2,0280452	1,696	3,439564659							
3,7788765	1,701	6,427868926							
2,7307751	1,706	4,658702321							
1,2184134	1,711	2,084705327							
0,44115049	1,716	0,757014241							
-0,13719878	1,721	-0,2361191							
-0,33265829	1,726	-0,574168209							
-0,44450903	1,731	-0,769445131							
-0,55531251	1,736	-0,964022517							
-0,65805125	1,741	-1,145667226							
-0,67860711	1,746	-1,184848014							
-0,65900594	1,751	-1,153919401							
-0,40196237	1,756	-0,705845922							
-0,09360934	1,761	-0,164846048							
-0,17021532	1,766	-0,300600255							
-0,38482931	1,771	-0,681532708							
-0,52492815	1,776	-0,932272394							
-0,62184596	1,781	-1,107507655							
-0,21083701	1,786	-0,3765549							
0,48057887	1,791	0,860716756							
0,37509713	1,796	0,673674445							
-0,31523782	1,801	-0,567743314							
-0,21856219	1,806	-0,394723315							
0,67579734	1,811	1,223868983							
0,84372222	1,816	1,532199552							
-0,035767794	1,821	-0,065133153							
-0,63895607	1,826	-1,166733784							
-0,65537316	1,831	-1,199988256							
-0,67831731	1,836	-1,245390581							
-0,77443063	1,841	-1,42572679							
-0,85893899	1,846	-1,585601376							
-0,86679798	1,851	-1,604443061							
-0,8361038	1,856	-1,551808653							
-0,58010727	1,861	-1,079579629							
-0,29885688	1,866	-0,557666938							
-0,3744033	1,871	-0,700508574							
-0,56904644	1,876	-1,067531121							
-0,51358336	1,881	-0,9660503							
-0,31442651	1,886	-0,593008398							
-0,30998564	1,891	-0,586182845							
-0,5057292	1,896	-0,958862563							
-0,16958818	1,901	-0,32238713							
1,1695533	1,906	2,22916859							
2,1110704	1,911	4,034255534							
1,6019888	1,916	3,069410541							
1,0282825	1,921	1,975330682							
0,85424042	1,926	1,645267049							
0,74139684	1,931	1,431637298							
0,33237088	1,936	0,643470024							
-0,18910003	1,941	-0,367043158							
-0,4173218	1,946	-0,812108223							
-0,41650337	1,951	-0,812598075							
-0,38203639	1,956	-0,747263179							
-0,2891551	1,961	-0,567033151							
-0,13212422	1,966	-0,259756217							
0,26117456	1,971	0,514775058							
0,65186614	1,976	1,288087493							
0,80205649	1,981	1,588873907							
0,89113742	1,986	1,769798916							
0,92261291	1,991	1,836922304							
0,92082399	1,996	1,837964684							
0,95512486	2,001	1,911204845							
1,0427796	2,006	2,091815878							
0,97901607	2,011	1,968801317							
0,35953838	2,016	0,724829374							
-0,29624897	2,021	-0,598719168							
-0,78431261	2,026	-1,589017348							
-1,2215536	2,031	-2,480975362							
-0,93072903	2,036	-1,894964305							
-0,096015275	2,041	-0,195967176							
0,45557213	2,046	0,932100578							
0,38942564	2,051	0,798711988							
0,25713217	2,056	0,528663742							
-0,16456389	2,061	-0,339166177							
-0,61398447	2,066	-1,268491915							
0,05788523	2,071	0,119880311							
1,338801	2,076	2,779350876							
1,9074275	2,081	3,969356627							
1,2093372	2,086	2,522677399							
0,52044642	2,091	1,088253464							
0,027211696	2,096	0,057035715							
-0,42604461	2,101	-0,895119726							
-0,4781363	2,106	-1,006955048							
-0,31091586	2,111	-0,65634338							
-0,27952862	2,116	-0,59148256							
-0,51867491	2,121	-1,100109484							
-0,73262811	2,126	-1,557567362							
-0,70034385	2,131	-1,492432744							
-0,61584294	2,136	-1,31544052							
-0,18959785	2,141	-0,405928997							
0,49885789	2,146	1,070549032							
0,86745524	2,151	1,865896221							
0,2531563	2,156	0,545804983							
-0,3745243	2,161	-0,809347012							
-0,044843346	2,166	-0,097130687							
0,63143849	2,171	1,370852962							
0,98546541	2,176	2,144372732							
0,83226168	2,181	1,815162724							
0,64423007	2,186	1,408286933							
0,2534098	2,191	0,555220872							
-0,17676707	2,196	-0,388180486							
-0,37874588	2,201	-0,833619682							
-0,37804988	2,206	-0,833978035							
-0,40402612	2,211	-0,893301751							
-0,54372156	2,216	-1,204886977							
-0,67986822	2,221	-1,509987317							
0,24372563	2,226	0,542533252							
1,8020637	2,231	4,020404115							
2,7790956	2,236	6,214057762							
1,9282403	2,241	4,321186512							
0,95896125	2,246	2,153826967							
0,46731192	2,251	1,051919132							
0,20506133	2,256	0,46261836							
-0,065807275	2,261	-0,148790249							
-0,36015683	2,266	-0,816115377							
-0,64128041	2,271	-1,456347811							
-0,52544445	2,276	-1,195911568							
-0,23109351	2,281	-0,527124296							
-0,067613795	2,286	-0,154565135							
-0,2645773	2,291	-0,606146594							
-0,47537032	2,296	-1,091450255							
-0,44765112	2,301	-1,030045227							
-0,30280143	2,306	-0,698260098							
-0,19000968	2,311	-0,43911237							
-0,18162599	2,316	-0,420645793							
-0,1823943	2,321	-0,42333717							
-0,26919103	2,326	-0,626138336							
-0,41014159	2,331	-0,956040046							
-0,55077899	2,336	-1,286619721							
-0,68998659	2,341	-1,615258607							
-0,82900941	2,346	-1,944856076							
-0,75641578	2,351	-1,778333499							
-0,47739911	2,356	-1,124752303							
-0,18288401	2,361	-0,431789148							
0,23681472	2,366	0,560303628							
0,68385625	2,371	1,621423169							
0,76745594	2,376	1,823475313							
0,19987495	2,381	0,475902256							
-0,36580256	2,386	-0,872804908							
-0,58053625	2,391	-1,388062174							
-0,64707935	2,396	-1,550402123							
-0,70024633	2,401	-1,681291438							
-0,70369619	2,406	-1,693093033							
-0,70246512	2,411	-1,693643404							
-0,8347683	2,416	-2,016800213							
-1,0985236	2,421	-2,659525636							
-1,297796	2,426	-3,148453096							
-0,79734236	2,431	-1,938339277							
-0,10573673	2,436	-0,257574674							
0,28110695	2,441	0,686182065							
-0,16069937	2,446	-0,393070659							
-0,64758182	2,451	-1,587223041							
-0,59488469	2,456	-1,461036799							
-0,1101253	2,461	-0,271018363							
0,34346613	2,466	0,846987477							
0,48643714	2,471	1,201986173							
0,54953432	2,476	1,360646976							
0,51204866	2,481	1,270392725							
0,1818316	2,486	0,452033358							
-0,16708013	2,491	-0,416196604							
-0,1371212	2,496	-0,342254515							
0,27077347	2,501	0,677204448							
0,63932562	2,506	1,602150004							
0,34659243	2,511	0,870293592							
-0,18242294	2,516	-0,458976117							
-0,55240583	2,521	-1,392615097							
-0,1831508	2,526	-0,462638921							
0,27931151	2,531	0,706937432							
0,62402761	2,536	1,582534019							
0,74981713	2,541	1,905285327							
0,86878538	2,546	2,211927577							
0,65717554	2,551	1,676454803							
0,20284535	2,556	0,518472715							
-0,20840259	2,561	-0,533719033							
-0,0143933	2,566	-0,036933208							
0,37489784	2,571	0,963862347							
0,74579859	2,576	1,921177168							
1,0239991	2,581	2,642941677							
1,2893584	2,586	3,334280822							
1,3350363	2,591	3,459079053							
0,85631549	2,596	2,222995012							
0,35495654	2,601	0,923241961							
0,042769343	2,606	0,111456908							
-0,044984639	2,611	-0,117454892							
-0,12826826	2,616	-0,335549768							
0,039881624	2,621	0,104529737							
0,35693604	2,626	0,937314041							
0,63993013	2,631	1,683656172							
0,42981213	2,636	1,132984775							
0,057733044	2,641	0,152472969							
-0,27255809	2,646	-0,721188706							
-0,3236475	2,651	-0,857989522							
-0,32311144	2,656	-0,858183985							
-0,23133227	2,661	-0,61557517							
0,21058881	2,666	0,561429767							
0,68700391	2,671	1,834987444							
0,89533257	2,676	2,395909957							
0,45157209	2,681	1,210664773							
-0,021515504	2,686	-0,057790644							
-0,33617961	2,691	-0,904659331							
-0,39413041	2,696	-1,062575585							
-0,4485395	2,701	-1,211505189							
-0,45087951	2,706	-1,220079954							
-0,39572349	2,711	-1,072806381							
-0,34053427	2,716	-0,924891077							
-0,28578344	2,721	-0,77761674							
-0,23137315	2,726	-0,630723207							
-0,17751549	2,731	-0,484794803							
-0,15736631	2,736	-0,430554224							
-0,15711075	2,741	-0,430640566							
-0,14956166	2,746	-0,410696318							
0,086048134	2,751	0,236718417							
0,42998931	2,756	1,185050538							
0,76695651	2,761	2,117566924							
0,95598996	2,766	2,644268229							
1,0855359	2,771	3,008019979							
1,1855588	2,776	3,291111229							
0,78995699	2,781	2,196870389							
0,21738213	2,786	0,605626614							
-0,32257766	2,791	-0,900314249							
-0,37973359	2,796	-1,061735118							
-0,27624017	2,801	-0,773748716							
-0,18048809	2,806	-0,506449581							
-0,1951685	2,811	-0,548618653							
-0,24580513	2,816	-0,692187246							
-0,30601588	2,821	-0,863270797							
-0,50951827	2,826	-1,439898631							
-0,76100409	2,831	-2,154402579							
-0,99191558	2,836	-2,813072585							
-0,86878103	2,841	-2,468206906							
-0,61753529	2,846	-1,757505435							
-0,37558302	2,851	-1,07078719							
-0,33983997	2,856	-0,970582954							
-0,38878998	2,861	-1,112328133							
-0,42966914	2,866	-1,231431755							
-0,19625889	2,871	-0,563459273							
0,17160474	2,876	0,493535232							
0,53594315	2,881	1,544052215							
0,64438128	2,886	1,859684374							
0,59483874	2,891	1,719678797							
0,54582822	2,896	1,580718525							
0,74620932	2,901	2,164753237							
1,1534864	2,906	3,352031478							
1,5607631	2,911	4,543381384							
1,6425216	2,916	4,789592986							
1,3315291	2,921	3,889396501							
1,0196905	2,926	2,983614403							
0,70944625	2,931	2,079386959							
0,40207273	2,936	1,180485535							
0,094757318	2,941	0,278681272							
-0,1463207	2,946	-0,431060782							
-0,20349926	2,951	-0,600526316							
-0,24989843	2,956	-0,738699759							
-0,30369356	2,961	-0,899236631							
-0,39138681	2,966	-1,160853278							
-0,48328245	2,971	-1,435832159							
-0,56728405	2,976	-1,688237333							
-0,58240056	2,981	-1,736136069							
-0,58150202	2,986	-1,736365032							
-0,56376058	2,991	-1,686207895							
-0,14459306	2,996	-0,433200808							
0,44490898	3,001	1,335171849							
1,0329182	3,006	3,104952109							
0,97753572	3,011	2,943360053							
0,39271671	3,016	1,184433597							
-0,19210237	3,021	-0,58034126							
-0,44833225	3,026	-1,356653388							
-0,12541679	3,031	-0,38013829							
0,20842111	3,036	0,63276649							
0,42093474	3,041	1,280062544							
0,17795849	3,046	0,542061561							
-0,10853553	3,051	-0,331141902							
-0,34857303	3,056	-1,06523918							
-0,13595867	3,061	-0,416169489							
0,19113885	3,066	0,586031714							
0,51597267	3,071	1,58455207							
0,69131273	3,076	2,126477957							
0,7765494	3,081	2,392548701							
0,86178625	3,086	2,659472367							
0,76147479	3,091	2,353718576							
0,35896528	3,096	1,111356507							
-0,047799408	3,101	-0,148225964							
-0,37795469	3,106	-1,173927267							
-0,3740271	3,111	-1,163598308							
-0,33114377	3,116	-1,031843987							
-0,2882857	3,121	-0,89973967							
-0,24587224	3,126	-0,768596622							
