EDC095_096
0
0
0
0
0
0
25,30127
-65,381104
-112,57861
235,97021
5,2839355
-183,78259
-38,607056
169,37048
-101,54626
-62,477661
-199,24341
36,274292
-48,892944
-135,49817
25,589478
173,5354
-201,34204
-112,76343
231,34436
-38,799194
-125,51343
-100,32544
97,488647
-48,665039
-84,950317
-93,529175
77,518188
56,12207
131,18713
101,74683
-32,170776
-219,02075
-14,233765
-89,794312
-1,6289062
163,78186
314,00928
9,4599609
212,89551
29,449829
99,378052
-53,860352
-85,307617
-242,33972
-84,032593
44,862183
-38,623291
86,240234
90,518311
-18,943359
-16,023315
10,164551
-142,17517
-241,62537
61,051758
54,279785
-105,10376
30,10376
80,752686
187,51807
8,1899414
143,48975
218,8064
-170,79028
194,26807
-118,02197
-54,357422
-175,22388
16,96582
-149,12939
197,66064
90,370117
54,20166
108,83862
-196,80591
-36,31543
148,02075
71,371094
112,97217
-127,81396
213,2019
4,864502
-173,8855
41,663818
-161,15015
-0,94018555
-78,84668
-28,998291
-22,838623
-10,994873
-162,40356
-211,74219
385,1438
261,04688
73,17749
-250,52417
293,95166
60,492188
419,90723
-370,39526
275,59961
174,37744
-61,469238
388,70703
195,2373
48,967773
235,17969
-61,90625
137,35205
-99,53418
-27,217773
32,236328
-59,748535
-125,33301
-435,78711
377,93701
112,65625
-23,537109
-225,45264
-351,64209
84,621094
392,35449
362,68066
51,694336
-159,95996
175,83301
177,97559
94,388672
182,43652
313,98828
1133,041
300,79297
-162,84766
-199,15625
248,40625
-607,17773
36,257812
-264,35156
557,33984
219,00586
-228,33984
-14,300781
-311,74023
627,54102
-289,22461
419,25586
91,503906
12,53125
191,63281
259,80469
-160,16797
457,19922
738,88281
-279,05469
157,17188
-238,35156
-182,35547
-101,8125
-96,386719
-453,14453
643,09375
130,65625
113,27344
-364,625
-166,9375
-770,67188
502,06641
69,199219
428,58984
-205,45312
154,98438
174,80469
-3,53125
-526,46875
674,52734
606,65625
-117,89844
-458,3125
-93,539062
-32,683594
-588,48438
-396,99609
-793,48047
-426,39844
-610,66406
240,01562
-211,05469
203,97266
521,29688
397,84766
16,523438
-331,15625
-351,96875
509,12891
542,16797
234,40625
302,9375
3,671875
1002,2109
796,03125
-30,949219
548,08594
293,21875
135,26562
63,253906
142,75781
-271,14453
-307,41797
146,27734
-362,57422
56,859375
789,28516
249,41406
-333,69141
61,640625
-4,0039062
70,40625
-320,5
169,23438
706,34375
-233,13281
-888,58984
56,160156
515,91406
164,24219
-486,19141
-68,785156
10,632812
546,21094
-198,33594
-761,00781
578,42578
-436,30859
-497,41016
181,44141
632,94922
-192,46875
-725,00781
-941,38281
763,93359
538,85547
461,21094
125,07422
53,152344
474,98828
511,19922
123,70703
509,60547
546,01562
-854,30078
134,91016
-627,33203
-751,34375
505,59375
616,41016
415,78516
846,26172
-433,08984
-586,97266
319,85547
305,82422
-730,16406
1257,6406
-191,78906
-474,39062
-226,86328
989,11719
703,28906
70,355469
478,55469
96,753906
-165,70703
-510,70703
-221,97656
-463,86328
-312,19531
1,6875
33,589844
447,05078
-270,81641
401,54297
-56,183594
-721,15625
-400,78906
-233,80469
181,41406
-334,36328
-615,04883
-185,36328
-105,47852
829,80469
866,6582
674,91211
-123,23438
-461,67773
-100,83203
-838,88672
-610,33594
-520,70898
350,9082
318,55469
-441,17969
-522,9375
-825,67578
-947,94336
-363,64844
-243,73438
-57,373047
-155,60547
150,39258
-191,78711
-18,683594
-1087,9492
-54,109375
483,3125
156,95312
111,48047
-216,66016
-771,45898
490,48828
-99,082031
-93,763672
-1,2050781
-4,2851562
682,99023
-481,76367
-381,67773
99,894531
-379,29492
675,03125
-56,796875
-347,90625
443,25781
192,38281
-303,91602
-755,68164
-108,06836
142,80469
236,52148
88,189453
419,82227
364,81836
88,371094
373,15625
-157,28906
175,86133
-661,64062
295,70508
-10,132812
426,08594
127,33789
-117,13867
170,02734
-124,06445
135,40625
393,85352
654,47852
391,47266
-93,056641
-239,7793
-74,349609
-36,619141
-75,628906
80,304688
222,8418
-289,4707
-722,4248
-206,0791
-114,82227
-335,99609
-293,70996
-57,004883
-23,776367
169,83398
-227,91016
-38,334961
116,35205
95,59375
-93,658203
64,817871
350,5415
284,10645
-10,368896
-48,596191
79,887695
77,076904
-100,23022
75,919678
-11,305908
24,5448
188,38611
86,307983
-113,62061
42,623779
-59,814209
27,477966
47,790283
30,83374
-1,574585
1,1121521
74,983032
48,20871
78,184509
74,786285
20,092148
5,0598145
17,213531
1,3142242
-18,234375
18,849274
35,00325
48,119881
-16,140388
-9,2905197
-3,4079971
1,1754761
15,159775
4,8607178
21,103222
20,935459
35,463768
15,886829
14,561817
24,834007
22,715876
3,0897198
8,6528959
17,784632
11,327908
12,31847
8,1998777
6,0514097
9,4465065
13,71538
22,540226
15,202691
4,0494752
8,1642885
13,158896
15,238456
11,587683
17,172373
13,1335
11,479342
11,998549
7,874454
20,895662
14,050304
6,4161382
17,070065
5,6658835
0,83791387
4,9190197
6,7125297
4,5134263
4,3084316
11,796459
12,7794
8,6027088
12,27986
14,028034
7,9534502
6,6844807
9,3088455
9,5318785
2,8188272
4,559875
-1,451622
6,8489752
6,5301762
1,1573945
5,1650152
10,458698
14,375059
16,588472
10,357025
0,14085937
5,1023436
4,5433211
5,9590378
9,8435631
9,25564
9,3746872
6,9854398
2,5106983
4,9066429
12,929026
13,858927
6,7071595
7,6618919
9,5496349
8,0606785
7,4811258
11,632821
11,675203
8,9613438
5,7933102
3,6089778
3,8619378
6,7233191
8,6634121
4,4484806
8,820446
11,080195
10,498367
9,9535437
8,7977362
12,231685
10,232787
6,412817
6,3514767
11,545253
12,389053
10,494181
11,19606
12,801866
11,558475
7,0497627
5,5659475
7,4128499
8,3813591
5,8367071
6,8824215
7,4564543
10,763313
13,398947
8,3911781
7,5099998
7,8495936
11,460491
16,535372
6,778913
4,2472281
2,6486778
1,7128872
12,511883
13,221341
10,10732
6,8690977
4,6117263
7,351563
8,8744221
8,3047962
9,8297672
12,492571
12,851521
9,7279024
5,4358931
8,1068611
9,6676846
6,5631595
17,655298
13,054697
2,1436856
6,0377593
5,3954926
3,2932954
2,0562801
4,1125493
3,9661634
2,7982821
3,3632796
6,8603225
9,4386845
8,7658482
4,9584618
5,6291623
9,6598759
9,1439524
8,4808788
7,7749195
6,3093886
3,3213401
2,897732
8,7649727
10,025698
9,474021
8,4929695
8,4409056
7,6078744
5,5858698
5,9540272
8,007494
10,701571
6,2443309
2,6000659
2,8479466
8,9990168
12,873034
11,121695
6,5054188
3,9233146
6,1453404
7,947731
7,273694
1,6341455
0,27230185
1,9069545
6,7459021
7,0644865
5,2363834
7,3410153
7,9636416
6,7933741
7,6899796
9,7563391
12,990938
14,041254
13,139153
8,7139521
5,3199439
3,4542828
