EDC100_101
0
0
0
0
0
0
-190,45634
-114,66026
-59,814007
-123,52348
398,37695
107,30242
-9,9184723
6,596077
169,9052
-227,198
157,82825
77,499825
-35,80975
119,67731
29,918991
34,484966
11,556278
132,44933
23,573681
200,70351
44,510551
-225,67871
149,6429
180,55934
-162,21751
-118,84749
-49,085812
115,58715
-174,11214
-71,46328
-72,743988
136,24928
-103,51484
-124,19341
-101,60983
281,33606
-17,09129
194,21126
-89,853058
-144,48953
-2,5136414
87,54744
160,9256
236,207
-42,529758
-38,104729
118,47626
-91,129501
-42,429413
63,949989
34,275192
255,61899
342,25269
-146,25166
-124,44089
158,55154
9,7815866
17,093416
-9,9403229
97,381233
115,12332
182,10278
167,97641
-161,13943
-296,02969
92,372314
129,86607
-241,17281
-389,37799
-135,36377
-113,73282
70,790062
-160,30478
-225,78197
48,058392
192,57578
-114,41549
76,74617
114,63977
-78,168015
12,472143
170,60664
-213,92967
58,017849
-34,691845
-107,86195
328,21411
-27,274826
-82,842651
314,0332
231,83282
-341,91357
-110,16853
347,36661
51,074532
63,671188
180,08353
-0,58312225
22,169815
96,522797
97,454712
8,8666954
72,530144
17,806465
141,98923
49,177841
-30,415108
-70,018242
34,703056
-418,3736
223,42822
216,56996
13,484871
160,5161
24,875458
-139,12428
-176,64705
-192,2699
-0,76718903
277,62445
25,714951
145,957
-13,396707
-46,112587
-45,657074
-172,49754
75,519218
-345,59714
-90,138618
150,44373
140,71046
-3,8266363
107,43814
109,52663
183,48094
-102,64905
-65,036575
42,210938
-203,06963
-19,166435
-31,930134
-36,284599
-90,422646
139,14323
-56,666389
159,72707
75,397408
207,76651
264,49689
-55,40115
19,896111
112,03719
161,65392
103,45528
120,40776
-174,17459
41,944511
-197,50851
-65,197044
253,57593
-263,55899
149,87915
163,16971
147,46741
-217,15735
194,08945
14,502045
36,015274
58,853088
208,01707
159,19827
29,842813
-140,45912
-203,65971
-84,528214
-204,32751
35,863888
-125,49403
-209,50175
12,90136
-165,72783
-23,164761
185,72565
-135,5463
70,33416
692,40924
254,34909
188,41156
204,70105
121,99684
537,04376
-208,5594
-331,29016
101,33006
-196,71292
184,30032
-123,43762
104,41891
-359,46561
213,6358
261,62805
-277,16351
-293,52805
937,08972
106,49927
372,5108
573,44788
439,93011
407,15161
944,42743
816,08508
-20,002441
-521,53613
817,69983
376,01263
-670,82141
-1020,5951
697,83362
27,235006
372,67786
-1,0455933
-161,9066
1025,6683
840,15234
325,80542
229,56721
1541,927
-129,76534
1390,427
-131,23785
419,16669
964,11432
930,9707
1691,5464
-356,61646
182,54013
1572,5403
307,7395
-577,30542
294,388
375,23926
-1525,1108
908,07281
-90,935974
-683,93152
-200,2596
13,487572
-1080,5159
1929,1566
103,56976
-1186,449
-80,752258
930,06122
-1581,6102
193,30545
1285,2424
-421,15887
323,44202
-838,16016
-574,05109
143,94586
465,90298
-104,1637
-909,71851
-120,22504
-724,22107
-649,7547
1084,9766
768,9837
-607,98035
129,87051
368,5759
-421,83325
379,30408
540,18365
-244,93564
497,90198
248,97571
310,40607
-869,23724
-166,4664
-463,74994
-636,96014
-127,24726
231,77597
1061,0579
-62,463577
578,45618
496,65216
-794,80188
327,00568
-259,16565
926,81927
1402,3678
-573,42615
-297,91458
-614,72418
694,50507
754,47534
628,48401
468,31589
-14,32901
-385,62097
628,2489
583,21399
26,220345
-288,54755
-775,04694
-288,9064
-184,3591
294,04773
79,211678
116,90881
-936,48328
314,11206
-956,74561
-437,57907
744,19257
562,86511
523,8501
202,17755
406,38443
386,38196
761,89343
555,63867
322,40878
-38,099304
618,60956
153,81407
-462,86829
398,85489
-176,47382
269,15143
494,02274
84,58197
-215,19801
-17,861755
-71,375885
453,74561
397,71957
340,02307
10,394089
-398,57648
373,55951
-480,32794
-652,53271
-449,68695
-18,248444
173,45457
85,466698
677,16302
357,62497
290,75009
-168,49263
19,569366
273,33072
85,110947
-264,31628
-312,42612
-641,42401
158,53781
171,44691
485,52185
223,42049
7,3748627
-457,81046
80,504753
507,89081
905,40308
619,98621
147,2002
-293,28983
-345,46143
331,43246
423,51611
-165,36823
812,77191
745,4176
254,34601
-429,14935
-550,34265
-470,59891
-961,1662
60,805462
396,49768
80,792442
321,10333
518,33441
409,54596
-441,83881
28,40744
276,40561
354,36755
603,5072
-58,50391
206,18671
-9,0360718
169,75476
103,11501
229,20839
427,02722
140,92198
40,156475
103,07479
13,687107
237,93973
543,46429
431,07193
73,900169
301,96243
21,737888
-346,84113
64,808426
-76,064056
145,16315
416,16446
35,041405
87,916733
219,4005
353,90973
83,98645
-441,16754
299,6485
151,85434
-21,757225
-0,17169189
9,7537537
314,3317
199,13898
204,76447
242,75397
227,9973
64,475105
-163,1904
23,643089
-14,768279
-118,99732
-304,29181
-184,91013
-147,98943
-154,74405
194,94751
62,424904
102,3482
30,619083
30,170334
133,20781
164,96568
17,479231
-1,8209953
66,219444
26,381111
8,0444031
21,620001
64,334015
54,992134
43,74593
53,304157
81,40493
78,348885
30,765829
31,840185
62,942162
22,41424
7,9769993
22,785326
15,963781
68,751144
55,370972
3,4464521
8,1635904
7,7318954
14,034101
14,341535
19,993917
34,925327
24,679468
32,127357
23,794233
28,982553
16,656929
12,648275
19,13073
25,800087
22,10807
12,80996
18,739748
5,8876929
10,179585
10,692638
11,431681
9,7059574
7,7618217
14,449851
10,018857
14,27405
12,678919
11,974157
11,72846
8,8865623
8,0952091
7,5215316
8,1838684
6,6313376
5,64534
7,8114972
9,6379337
6,7948027
4,8907833
3,9021544
4,9404583
8,9438772
11,014513
11,995407
13,976315
13,384909
7,3192587
1,8684213
5,6029501
10,593983
12,222376
10,456405
13,006271
11,86031
12,858858
13,511829
6,6276035
7,104681
5,9934969
5,4343495
7,7423902
7,3751717
9,0119743
10,361149
10,168414
9,6770267
12,926095
9,0142345
-0,18607795
0,47173369
7,4029312
10,980146
9,3843746
7,4651928
8,7468033
11,388665
13,052109
9,4455948
9,4411535
9,7099094
7,8979435
9,1164246
7,1241636
5,0531964
9,2987366
13,163465
13,032508
9,2587004
10,835206
7,3536844
1,9444349
0,95071346
4,0998864
6,6855168
6,3356843
5,0328951
2,3154092
0,48790079
6,8374062
11,131083
12,48521
10,19735
6,1445546
3,3115864
4,4366989
6,6755013
9,5248404
12,326977
9,6166534
8,1865168
9,9351864
5,6994138
3,3160002
4,986177
4,6138239
3,9184117
3,7442365
6,5539951
8,7167921
8,9883251
10,039117
9,8459377
7,520896
10,886
12,193309
5,0159335
4,0125155
4,8258839
2,5830708
2,0377922
2,7815607
3,9385633
5,7376184
7,5807719
4,6770582
1,8656497
1,2281655
1,7627656
2,4447818
2,0851221
5,4535799
10,652277
6,8509588
2,7482464
1,3838437
0,5542298
0,35744321
1,8971726
2,8196094
3,0007441
5,6963181
7,5175648
4,2243133
3,6691449
5,6897502
6,1026349
6,9029694
9,9652014
7,4856482
1,0751103
4,6551671
8,9981585
7,1574116
7,0867815
9,0955868
7,5504589
5,1532621
4,4743161
3,1177847
0,46292371
1,2580667
3,8350892
5,3560233
6,7819424
8,5743904
6,6244049
0,61973459
0,41733778
2,6446671
3,6797099
4,5825424
5,7387924
5,0076566
1,9973764
2,1756344
4,0108128
5,3505478
5,9785867
4,2177649
2,9038799
2,9995749
3,8447227
5,3257737
4,7774429
3,5878217
6,0739989
8,7200537
7,4385967
5,9054027
5,1029963
4,7123556
4,8983798
5,411469
6,1821098
6,0858922
5,494071
4,2459068
2,7671142
1,1551821
0,20523351
2,4076004
3,9663625
2,3753006
1,1931258
1,3387806
1,7023268
2,3285935
2,469878
2,0925038
2,8339515
4,4086094
3,6357987
1,5313665
1,3954893
2,1405442
1,9506514
1,4489722
1,6419259
2,0752699
2,6790648
3,1351867
1,7495697
0,32473117
2,3633807
4,7797732
4,1314702
2,8835959
1,9495131
1,2084649
1,4161174
1,7237695
1,3500023
0,95080137
1,4780052
2,1559007
2,3724608
2,3633757
1,1359499
-0,20672351
1,1954405
3,2602897
2,096123
-0,17490736
-0,46415541
0,12046069
0,19323929
-0,019415498
0,074038863
0,39215028
0,26474962
-0,31420556
-0,14712879
1,0956132
1,8789175
1,6975465
1,560444
1,644733
1,4656681
-0,00087089121
-1,3806896
-0,82980305
0,098160923
0,5217452
0,77223301
1,1138926
1,5079329
1,7060128
1,7026286
1,516701
0,98656684
0,48036462
0,08441186
-0,26566523
-0,36154848
-0,41040745
-0,49184385
-0,58654571
-0,89107698
-1,359494
-1,0853919
0,47773099
1,4807427
0,30031049
-0,94200182
-0,78574598
-0,28165543
0,13301192
0,49604258
0,67674994
0,58791357
0,36302397
-0,35057905
-1,005664
-0,49204898
0,34741279
0,75572491
0,84195399
0,91451073
0,95723665
0,91450429
0,3230741
-0,35344461
-0,3973808
