d15_15fs_101_104	d15_30fs_104_107	d15_45fs_107_110	d15_60fs_110_113	d15_75fs_113_116
-144,15076	-60,766479	-84,114746	-80,14917	-73,284302
56,803955	-61,134766	24,474365	-112,20618	-103,34802
-104,65833	10,022583	-72,308594	-29,430176	-87,876709
-54,401367	-116,75012	-55,968628	41,802612	-159,79565
-23,398071	-63,819336	0,90734863	241,76843	-11,860352
-55,516602	-103,57629	-19,814331	38,576294	5,7440186
88,053223	-66,36438	-54,026001	-12,440552	-11,606567
65,502686	-55,234375	-23,154785	19,939453	-44,355103
97,474609	32,903076	-0,23742676	3,4260254	-197,03516
7,4382324	-41,69458	76,821289	59,221924	-92,989746
-107,18286	20,650879	11,295654	-21,192017	-111,80493
150,50842	134,87109	-2,2957764	-41,373901	-81,596558
41,678467	67,506104	-47,330566	72,121826	-123,3678
128,46985	241,45471	83,819092	143,19873	17,500854
51,656616	17,36438	-46,025391	-16,341797	-23,8125
8,2005615	-59,379761	2,8858643	11,244263	-71,910889
-149,04102	-36,134399	93,939453	34,64624	12,582031
36,484131	74,310669	-17,814087	-160,17102	-62,908691
76,382935	82,200562	40,814697	44,16394	52,154419
108,96643	53,98938	72,362061	208,48096	101,08557
-97,055786	24,403564	-45,54834	-47,17749	2,644043
-50,456177	-168,11353	-145,59644	-118,50891	60,630859
-25,876343	-129,74939	-28,253296	-89,443359	-52,52124
19,017822	57,421631	96,844604	87,12915	76,714478
-42,636719	-107,26721	-19,669922	-79,2771	-64,332764
-118,80713	-63,961914	-92,072021	-9,6362305	-30,30188
52,914185	131,96033	167,90173	-106,94861	-13,508057
-87,960815	116,51221	112,22021	-9,8979492	-21,279297
-81,056274	-50,100586	28,400146	-14,972534	86,080688
-1,7932129	42,746826	-124,05298	-231,05115	51,966064
-55,107056	-85,354736	-6,0964355	37,238037	47,970581
-106,35986	-174,92664	-34,823608	-192,18494	-117,9364
-17,573486	27,16687	-5,081665	-79,005493	82,690308
5,8430176	68,006348	58,477783	65,694214	-15,059326
-105,08521	-102,56848	-58,657349	-115,64258	-153,76428
102,75916	-103,50122	-41,636108	58,805054	11,079102
-30,341064	57,978271	116,08691	-65,663696	-204,28113
0,88476562	68,784424	-57,574219	15,307495	-62,383545
-108,30957	-38,2771	76,986328	-15,434937	-17,347534
35,847778	-111,89441	95,392456	-58,897949	-63,293335
60,970337	31,664795	18,662476	46,213013	262,94299
-123,39307	92,679321	26,641602	-21,281128	-36,046021
215,85437	183,49084	45,558105	115,40576	68,932251
184,41333	71,378662	-8,4851074	100,05688	177,89331
160,57349	82,740967	-131,96997	-91,709473	63,887451
89,455566	-125,35596	-9,4643555	241,83032	31,978027
8,6333008	4,1142578	47,171631	77,036133	104,2522
85,864014	-33,539062	-62,127441	104,56592	-116,74707
219,45581	314,60156	46,689209	183,88574	127,76978
260,44116	189,47827	94,796875	-104,19897	-104,07568
32,141602	106,76343	51,023682	48,549805	-181,00781
210,14355	-197,38159	-100,83862	-93,775146	-147,00439
178,31055	-66,006348	-132,85303	64,478516	107,8584
-46,316406	-92,868164	-40,270996	-199,51172	-88,55127
-232,58252	46,529785	18,32373	-139,49365	199,79492
251,48486	263,56787	175,6001	-255,02832	-244,60205
316,55859	297,13623	149,61572	-121,9707	411,74707
83,311523	-31,934082	74,493652	53,902832	220,31787
377,94043	-390,18359	20,923828	97,987305	134,66895
-38,161133	-178,64062	-246,90625	38,714844	-6,1582031
405,14844	7,1679688	269,71777	147,27539	-46,397461
551,19531	314,94922	-192,51855	-335,58887	-143,10449
-103,41406	-248,66504	-234,54395	-1,7138672	16,713867
177,11426	-497,91406	-620,75977	162,43262	34,696289
-8,7226562	-187,51172	-20,756836	222,12305	-387,06641
-8,0654297	-168,06934	-804,43457	-421,41113	-442,34277
-197,44336	100,91797	21,05957	-37,224609	59,59082
-106,26758	270,54688	-99,832031	-239,61133	-126,75586
268,16797	385,42383	349,46875	710,30469	228,64258
-208,60352	592,02734	344,0625	46,087891	141,39062
-245,5	404,84375	333,64453	732,20508	486,58008
398,60742	-28,449219	-97,236328	445,23242	98,009766
161,44727	-61,810547	167,45703	153,65625	333,42773
-163,94336	-109,14062	239,6875	261,39062	-255,40039
717,51953	83,675781	192,30273	208,17773	65,970703
-99,525391	161,88477	-67,005859	-147,45508	599,95508
-160,5957	53,103516	208,45703	143,51953	48,611328
-2,5136719	-275,71484	-145,60938	-894,91406	-238,1875
160,11914	-155,0332	-983,30859	-755,01758	-174,7793
-46,339844	553,87109	-193,53516	-124,57031	-46,757812
134,31836	-142,43555	-263,75195	283,76758	-57,068359
86,460938	-324,48047	-63,302734	-185,50977	34,867188
1191,3125	961,30078	695,55273	759,36719	514,91016
-47,048828	982,44141	45,136719	-41,564453	490,08594
171,74805	-93,962891	390,42383	522,80469	644,54883
309,24219	-114,83398	-608,95117	-809,30664	-218,50977
48,888672	-8,8085938	-498,44727	-788,96289	-651,38867
-177,87695	-408,98438	342,39062	-1038,207	-908,76562
-639,74414	-93,677734	-243,4668	-649,74219	-504,13867
-341,71289	33,572266	-108,68945	70,335938	-80,132812
278,84961	-206,89258	-589,86133	226,04297	436,0332
-179,33008	-52,728516	-443,79883	-400,17773	-200,54688
125,76562	56,806641	669,60547	385,03906	-239,69727
-30,271484	-915,40625	383,85742	-189,63281	143,45312
-342,65625	-527,11523	-479,41797	35,763672	-67,523438
-235,2832	-499,63477	-288,53711	-621,40625	-153,07422
-56,996094	-127,57422	-404,36719	-491,81641	5,71875
-117,5957	-238,36328	-123,30664	-267,14648	-122,64258
-75,078125	262,5293	71,744141	803,29297	119,29492
839,11133	680,40234	462,53711	146,6875	224,49414
-254,30273	-324,45117	169,04297	-150,10547	266,92773
30,943359	-355,42969	-475,85742	106,05273	-64,589844
-646,25977	-532,19141	-576,60352	-859,48633	-317,42969
132,92773	673,75	480,7832	132,30664	136,33594
47,396484	-21,117188	-125,37305	-381,25195	-52,710938
152,58008	512,875	455,7207	-157,16797	444,13867
83,863281	718,16992	286,04883	163,32812	-82,089844
522,79297	843,80469	312,01367	345,72266	329,55859
94,193359	-91,146484	-502,27148	-172,76953	-34,404297
360,51562	-183,60547	97,853516	237,73633	-994,75781
-162,21289	646,93164	359,6582	477,41602	115,63477
-339,38867	-441,69531	-214,5625	-335,59375	-848,0957
711,25195	204,02539	-42,298828	-680,89453	-523,04492
268,78711	767,05078	26,476562	-11,828125	-676,82227
-210,96875	688,3418	-333,92969	-7,5625	-747,8418
-275,14062	494,46289	101,97266	140,81445	118,20898
602,03125	-24,671875	-35,177734	389,76562	-232,44922
-244,75586	-6,4648438	197,18164	213,86719	-78,626953
253,11328	-198,67578	201,42383	-108,05273	-478,81836
19,958984	-202,38672	98,552734	-839,52344	-515,23242
-557,97852	32,300781	-139,47852	-193,94531	-162,81445
410,63867	115,41406	-403,5	-420,39258	90,542969
637	-499,22461	692,94531	-177,46289	-29,378906
324,3418	-64,425781	80,6875	206,40625	-240,73438
-362,64648	-293,29688	-1055,4844	-522,52734	245,57617
30,855469	-243,80469	45,328125	208,23828	525,05078
-335,98633	-17,724609	357,60547	-29,720703	-62,585938
-631,04297	65,744141	351,26758	-304,76758	-172,97852
-535,35742	-138,39648	245,74609	-118,01562	-48,519531
127,88867	-79,919922	-33,509766	-722,53516	15,34375
-43,152344	306,15039	108,61719	-2,5976562	570,83984
-336,38672	-495,33008	-270,0332	-576,44336	-746,79102
30,730469	-79,822266	-198,05664	-441,2168	167,22461
696,13281	746,64844	281,63086	-115,61523	24,578125
-139,97461	300,19922	395,63672	-243,9043	-64,365234
-307,86523	92,150391	-130,1543	-89,03125	-30,083984
329,18359	22,375	-1,3457031	198,82812	439,43359
163,37891	-158,02539	-673,92969	-533,96289	120,24609
485,56641	112,22266	-398,71875	-209,09375	-237,49609
-253,7793	420,17578	-344,64062	-504,62695	366,375
117,49023	-63,144531	-152,45117	-224,89844	-113,83398
489,33789	-218,63477	-525,73438	-55,390625	-67,595703
57,236328	-105	77,90625	169,99609	-645,53711
357,66016	-514,17773	-783,4082	-875,99805	-413,85352
183,80078	-387,67188	-107,79102	-152,99414	-156,875
1050,1387	605,76562	-441,26172	-95,853516	-109,76562
178,70312	-207,89648	-85,376953	136,79883	-454,94141
261,69141	299,04492	64,261719	153,95898	10,984375
414,22852	-10,318359	-199,31445	-432,37305	-575,78516
543,66602	-187,78711	-486,45117	174,76562	279,97461
348,98438	-41,929688	-177,4668	-142,77734	-395,19727
-65,431641	-397,75977	-491,88477	-145,8457	85,556641
-434,13477	-110,61328	39,330078	-120,25195	441,40625
699,97852	141,22266	-280,10938	-407,39844	-194,87305
60,800781	490,53711	-258,93555	-809,73633	212,61133
-138,03711	187,16406	-492,03711	-636,04102	-333,73242
191,50391	-679,27148	288,92969	-248,07227	59,201172
-173,74219	-241,75781	256,64844	-201,91016	-470,15039
-49,484375	213,53711	-207,22852	170,58008	-382,03516
35,898438	130,41211	439,64062	206,86328	234,19336
-182,98438	-194,83398	-311,65625	-175,62305	40,640625
479,63672	6,2460938	483,2793	304,30273	177,28125
-214,27734	-51,810547	-290,44531	-325,90039	-521,18945
-7,5195312	-289,45898	332,93945	-394,56055	-325,55664
-166,52539	213,76172	356,33789	-42,699219	-345,09766
-173,27148	141,20898	-137,68555	-198,25	-54,921875
-12,048828	-127,66797	249,94727	-62,591797	-525,31641
-212,03711	-203,00195	-309,54883	-299,38281	-647,60156
641,68555	95,138672	418,95898	135,94141	131,98438
59,761719	567,45117	106,07031	284,05469	298,10547
-456,91602	52,441406	-521,3457	-88,203125	-160,5
113,57617	289,49414	-223,62891	-225,33203	185,10156
-176,97266	231,35547	142,08594	130,7207	-159,79883
872,49414	344,20898	103,09375	-14,460938	662,38281
357,44922	521,5	-18,835938	-145,63086	-216,74023
-129,70703	175,06445	289,03711	29,837891	352,08398
-36,796875	90,566406	142,88867	-166,90234	376,67578
339,66016	258,21289	71,96875	-340,28516	204,0293
109,58789	54,076172	113,13086	-28,130859	-438,61914
141,33594	153,74219	-210,48828	-347,7832	-475,74219
255,24023	-362,64648	-220,08594	282,96289	-65,064453
-130,02344	-343,49609	-294,95703	-618,20312	-394,87891
-112,82031	-384,91602	-194,41406	-62,851562	94,841797
-548,75586	-48,550781	-301,19531	640,82422	28,060547
-422,13086	-166,4375	-204,95312	-192,69336	-147,10938
21,310547	-61,916016	198,38281	-587,86719	-493,42383
-305,5918	-286,53125	9,2226562	-74,351562	-497,33594
-748,20703	-306,3457	134,34766	221,39258	-211,52539
-104,9668	-500,49414	-153,01562	-221,15234	3,1601562
204,54297	-164,28125	-94,533203	119,06836	-226,98242
-523,97461	-293,64648	-87,976562	-69,716797	196,11719
18,494141	74,470703	-258,47266	137,16211	-77,435547
35,841797	-368,22461	-69,78125	295,37891	-287,3418
-62,435547	111,75195	3,7695312	47,3125	127,99219
77,8125	-85,853516	-591,23633	-79,585938	-206,35352
623,99414	-207,98828	-490,86914	-202,42969	-54,765625
-190,56445	-174,78125	-232,11914	-76,644531	-303,19336
130,49219	-501,60547	-493,44336	-574,88867	-51,107422
-343,55078	-28,294922	98,351562	-87,207031	91,537109
683,18359	178,91406	173,86914	67,867188	23,179688
344,48047	188,38281	-131,14648	-590,18945	78,742188
-52,476562	314,29688	204,66602	-190,9043	-184,86523
-60,1875	78,525391	659,73438	169,51953	123,66016
-120,99219	-190,24414	435,28711	343,45898	95,164062
905,17773	-382,66406	194,74219	204,36523	189,02148
-14,40625	-109,68164	106,5293	-355,83984	-823,91602
262,64453	-8,4960938	-564,85156	-195,04492	-372,88867
-11,744141	-1022,8164	-821,98438	-753,78906	-358,86523
497,96484	-288,82422	-115,93164	-542,98633	-482,00781
523,20898	198,09766	125,59766	-35,601562	49,378906
-194,11914	-448,48633	-70,605469	-80,632812	-175,51367
-317,41992	-115,5	61,800781	-408,10156	-86,396484
-12,144531	84,496094	-609,43359	-590,70312	-584,48047
-417,33008	-2,8222656	310,75195	-417,35742	-254,58398
-392,5625	-171,61523	-105,99609	-209,15039	-121,55859
541,4375	-549,6875	-401,40234	-48,617188	145,36914
6,8398438	-534,98828	-80,244141	128,70703	-312,27539
336,58789	232,9375	-283,05078	-427,14844	496,35547
263,8125	94,837891	-401,06055	-235,72266	666,4043
41,072266	-759,31445	-531,98633	-434,96875	191,36523
41,033203	-282,83789	109,29492	-227,96289	173,30469
86,189453	-569,60938	-140,77148	-154,24805	468,82812
481,83398	718,35938	373,82617	-60,523438	-174,7207
284,01367	198,01172	-256,70703	-312,54297	203,04688
413,80859	232,83789	-56,693359	-348,88086	406,43555
-55,560547	372,26953	588,98633	-64,140625	-180,46289
26,175781	-43,037109	-171,54492	60,046875	-6,1230469
352,86328	83,572266	-180,58203	18,998047	-310,54492
366,55664	432,79883	276,26953	-1,2480469	-390,72266
30,529297	55,966797	412,49609	-286,1582	-328,73242
162,77148	43,419922	8,2890625	235,70312	350,33789
35,558594	-388,54297	-192,80664	-209,98242	165,48828
-345,91211	-443,78516	-88,097656	-623,58398	-435,85547
-549,88867	-388,57617	-381,60156	-430,43359	-477,61133
37,792969	181,85547	-83,568359	506,40625	311,89062
-77,371094	110,91797	-428,27344	77,689453	-158,18164
201,2793	-194,53125	-105,48633	244,50781	44,302734
298,47852	25,021484	202,97266	-184,25391	-293,00977
247,52344	501,30664	344,83594	-695,54688	8,609375
-210,98242	128,92578	127,74414	-476,66016	33,78125
187,14062	82,892578	109,66602	131,57617	-138,86523
362,27734	33,740234	35,800781	-63,667969	-311,89062
171,58594	-335,14453	-305,26367	-0,54101562	-258,84375
-191,54102	-67,011719	-53,277344	-240,56836	-50,933594
96,5625	90,474609	-248,38867	-808,67773	-143,27734
-18,310547	-5,9082031	-290	-266,11914	306,21094
121,7207	-273,27344	-365,9082	-23,851562	204,30273
-280,1543	-459,27539	-467,73438	-110,19141	-478,80469
321,64648	-43,375	-51,169922	109,93555	-280,02734
-56,847656	-324,10352	76,757812	-260,17188	59,705078
143,29297	-223,20117	-189,75977	-50,835938	-421,93945
14,416016	-102,07227	290,08398	160,5332	169,38867
-32,914062	-419,75391	-145,44141	-405,57422	-85,060547
44,666016	-212,37109	-194,74805	3,7929688	-315,81836
-2,4433594	381,37305	-148,9707	-437,8125	-79,173828
-440,375	72,021484	-409,85938	-709,71484	-351,88281
-74,568359	-329,56445	-482,27344	-414,38867	175,70117
-81,984375	-173,48242	-196,6543	-431,36523	-287,60547
-26,515625	-522,46875	-113,13281	-264,31641	120,74219
221,62109	-163,79688	99,519531	-43,595703	31,130859
352,1543	-86,419922	-125,4082	40,626953	-40,908203
388,77734	-2,234375	-14,703125	-311,42383	-106,7168
313,85352	-192,16406	-279,58398	-402,47266	-567,08398
-285,45117	37,142578	-424,17188	-401,87305	-389,71094
-165,6582	-192,66211	-435,13672	-730,25586	-420,95117
207,70508	-123,67969	-6,0449219	-538,1875	-340,78125
-95,111328	-428,67383	-231,50195	6,3457031	152,22461
-246,99414	-13,474609	191,56836	316,2793	-99,132812
-136,04492	250,94531	338,10352	-149,59766	-236,89648
164,89453	-116,7207	-280,72656	30,5625	-420,00586
-122,16406	-19,796875	-325,20703	29,996094	-329,2207
221,65039	-18,800781	124,75977	370,24609	41,384766
-466,72266	-340,60547	-126,12305	38,302734	-124,19531
-480,71875	-124,49219	-354,82031	-419,06055	-290,25
-466,20508	252,82031	-15,712891	-567,28516	-184,95898
148,56445	-113,97461	-512,74219	-589,69141	96,324219
328,71484	-33,953125	-109,22852	-606,00391	275,83008
21,8125	268,81055	50,490234	-136,10938	-220,52148
479,73633	-191,09766	-525,24219	-275,70117	-194,40039
82,154297	253,47656	-287,20312	-609,25781	-214,84961
385,13086	370,74414	161,89062	223,90039	-124,28711
418,81738	406,37305	-154,8125	-36,355469	-89,552734
283,86719	95,205078	-276,80078	-147,22656	-391,43066
-401,8291	-54,865234	151,85547	-103,2666	-314,08594
22,556641	-239,65918	66,339844	81,743164	-54,801758
-298,00293	-281,08496	29,268555	3,7441406	74,672852
-64,599609	-16,009766	-192,22949	-283,84668	53,980469
-181,17578	115,7373	-435,64258	-440,7002	-143,01367
-29,341797	3,4638672	75,152344	-32,131836	-78,008789
-152,48926	190,1582	57,264648	-195,74609	-116,85156
-87,094727	60,806641	-214,7793	-241,90527	-233,19238
22,185547	-136,00586	-32,713867	-141,0791	-360,3252
-3,9453125	-688,24121	-559,81641	-566,19141	-623,12793
-222,75586	-577,44238	-318,90918	-351,65918	-659,83887
-54,717773	-457,94434	-384,04297	-216,2041	-323,35742
2,0722656	122,95996	-62,217773	-114,73828	-132,97852
-93,384766	-719,29199	-560,28809	-235,69531	-22,032227
-140,33594	-575,2002	-693,57031	34,697266	-552,01758
-157,03711	-575,68262	-380,36719	-99,764648	-338,10156
134,14844	-177,51855	-225,53809	10,302734	-295,96387
373,46777	-126,62207	85,558594	-113,25684	-411,26172
-271,62793	-195,80859	-125,52051	-228,63086	-14,84375
-31,884766	-449,30664	-773,93945	-64,115234	-578,34473
-241,57715	-555,44727	-512,27148	-112,40918	-630,91992
-263,14258	-481,65234	-418,67578	-395,98438	-696,79785
-54,665039	-257,96875	-208,01172	-364,4043	-671,54688
-493,38184	-454,66016	-238,1084	-529,41602	-653,7002
-147,06543	-176,82715	-843,97266	-512,49512	-287,44141
-94,255859	-379,56152	-671,65625	-805,61621	-293,6377
-579,37109	-280,33203	-560,47363	-679,2793	-371,35059
-404,38672	-631,45508	-459,06348	-345,44629	-738,13281
-135,47656	-593,3418	-668,21094	-503,44727	-499,2832
-516,14844	-661,7002	-512,71875	-777,41113	-515,12012
-280,13574	-374,65234	-417,98828	-763,88574	-938,33398
-190,40234	-328,09082	-456,4375	-700,43164	-1041,624
-426,93945	-529,80566	-916,62207	-555,71582	-806,96582
-631,33301	-846,49414	-317,77148	-168,35059	-304,60059
-641,13086	-488,4834	-733,24902	-762,90039	-397,98242
-797,82715	-295,09375	-428,59375	-661,7168	-518,23047
-314,78906	-76,205078	-461,24512	-716,66016	-652,65723
98,833984	13,46582	-790,17285	-599,81348	-689,00684
-32,953125	-456,74512	-895,64648	-887,99121	-815,55469
-124,09766	-782,29492	-746,14746	-522,68359	-565,1582
-279,8877	-820,04199	-618,4707	-720,06152	-511,67188
-672,70703	-536,45703	-587,02637	-721,12402	-514,11035
-564,8584	-298,22656	-261,06738	-629,92676	-450,35156
-129,73535	-331,71973	-458,41992	-565,25293	-378,51953
31,09668	-301,24219	-406,86523	-357,26953	-572,74609
-170,91797	-80,079102	-223,5752	-533,06152	-756,25391
-183,01172	-217,59277	-403,62695	-516,89648	-743,00977
-82,944336	-530,03027	-227,7207	-462,55176	-562,64062
-90,528809	-432,89014	-97,022949	-407,81689	-269,98096
-354,46924	-319,5791	-444,20312	-520,31152	-283,22656
-528,9751	-219,59375	-404,06396	-327,83936	-270,58691
-309,41406	-330,48828	-278,63867	-56,683105	-239,48193
-302,31348	-220,19141	-81,29834	-3,9941406	-59,640137
-360,51514	-89,918945	-233,44727	-303,41406	-244,01074
-130,94873	-80,643555	-25,489746	-6,4326172	67,12793
-112,07324	-35,111816	184,38525	23,712891	-40,72998
33,046387	-95,990723	77,688477	71,842773	64,203613
-17,299805	77,03418	230,92578	222,6001	313,91895
-67,429688	115,2334	306,68555	452,14014	205,81641
41,471191	214,35986	424,43701	412,34668	279,54468
210,43506	171,12378	214,72803	297,16968	273,87354
449,73242	305,51172	359,10327	371,54053	520,64209
616,9248	349,96533	393,11963	576,96533	665,96362
569,26294	457,61401	305,13818	605,54028	639,48999
222,16748	470,98364	446,83276	518,94165	539,42212
154,05298	470,90869	518,55542	617,71851	592,65747
273,10034	566,51001	457,33325	653,27466	705,79321
280,22864	496,98315	565,88525	622,35986	662,35571
391,39465	519,79089	687,44507	671,98767	769,17151
363,21057	714,92786	728,76514	669,04675	730,09961
384,17676	584,71106	668,72107	751,99658	849,26343
442,06921	475,82764	599,94727	774,65588	826,8606
423,49304	520,51917	600,19727	685,83569	666,32959
512,29663	573,20264	657,74658	771,51758	665,28711
519,51807	573,45734	671,80426	806,23669	784,25769
383,55768	520,32507	658,91687	752,39441	829,28094
382,45154	513,03394	658,2677	781,19025	792,52667
479,23822	572,11908	653,45538	727,67902	740,68872
450,56775	583,37073	700,61792	664,539	668,23743
293,92371	542,96509	669,04291	595,39264	691,14331
404,94492	475,81638	561,14563	628,92834	675,47662
398,21634	510,62436	636,18396	667,47144	583,49426
337,48148	544,84271	577,3114	613,94385	578,45679
381,55417	497,30563	540,20081	500,61542	533,04749
360,79434	445,72504	539,9978	496,95306	510,02896
353,99261	458,13654	485,60968	510,48294	480,98459
293,87161	410,66248	493,72131	474,11353	397,76004
303,11346	413,40994	487,95126	479,37592	425,92877
330,17798	416,64587	467,65161	452,28311	436,39673
294,46161	368,30252	417,09775	393,33963	354,56064
262,05014	328,22324	360,70712	374,7673	309,72162
274,99747	310,02295	384,94427	364,63306	322,86618
238,70923	288,01999	348,88794	364,89401	297,11584
218,37215	290,18896	296,59521	318,59839	307,66611
236,29056	282,146	308,82202	288,61978	281,54285
239,31458	274,03766	278,91455	301,92154	287,92175
228,83847	262,94403	265,05673	255,25052	238,24812
216,62769	251,8008	264,91632	237,4232	203,61127
222,44408	235,0199	255,76581	259,42908	197,23199
219,15761	228,28557	239,88168	256,03305	195,5114
181,10025	232,49899	222,64102	208,35355	199,95662
171,64314	189,68176	194,49582	177,40555	188,87415
141,14598	168,48769	204,38968	185,42508	134,5932
144,09035	165,7135	199,6048	173,69705	143,63263
158,22234	164,09872	173,59958	170,91287	153,57166
164,63692	168,78076	174,34993	173,75525	153,54578
147,02885	164,03554	179,90929	163,83435	132,14197
126,173	142,42392	156,72388	138,90953	104,2013
137,4986	125,07259	126,45404	114,73163	106,59943
122,79752	122,42919	132,1174	94,267044	96,593262
134,62357	128,28003	131,13127	100,13642	103,68303
121,85714	125,71046	124,79601	94,092751	92,068649
