d15_245fs_147_150	d15_415fs_181_184	d15_815fs_261_264
35,78125	667,0293	-310,34375
-408,29102	735,77734	461,98633
214,66211	600,13672	-118,75977
-691,77344	601,06641	-476,78711
-424,33008	-486,19531	9,6582031
-838,05273	-13,396484	-86,941406
197,5293	863,08203	-631,74805
-233,63672	526,58008	483,44727
-196,22852	-475,73828	210,40625
435,13672	-385,44531	186,44336
183,60938	317,07422	838,22656
338,54102	406,44141	339,24609
-680,75391	-401,83203	-51,003906
18,955078	183,19922	613,26953
-316,27734	2,9101562	-375,35156
-27,994141	85,263672	-251,2793
224,14258	-456,76758	-49,242188
-650,40234	504,11914	664,42969
310,98242	110,54883	87,525391
592,85547	185,79688	-266,33008
571,32227	-102,05664	-2,5996094
-86,392578	-180,84375	244,5918
349,0293	508,43164	-159,39648
150,875	573,4375	-254,76953
372,64258	221,98242	631,75781
-333,21289	-306,53516	-23,109375
-136,45117	-562,20898	-217,01953
437,21875	33,279297	299,93164
573,57227	131,91992	-286,86133
626,01758	384,00586	952,32227
169,91797	-385,31055	-1061,6445
-733,08984	-585,20703	-622,23438
-423,14258	14,845703	-124,73828
-37,039062	-293,40625	-463,61914
489,24023	80,273438	325,85547
-408,82422	-59,265625	320,22266
236,81055	-731,50391	-439,23633
35,246094	144,2168	535,73438
68,978516	-158,91602	-780,52539
47,34375	-177,72656	-191,13477
-155,1582	456,02734	-353,36328
321,08789	123,9043	-382,24023
-388,34766	18,105469	206,06836
-484,6875	-40,671875	900,10742
370,16797	-150,84375	-127,95703
-196,91406	-484,06055	312,41406
-291,6582	242,1582	-64,230469
62,601562	172,37695	-664,42188
-39,009766	87,994141	-318,03711
200,45508	80,931641	472,13281
-149,36914	-449,44922	-512,82617
640,29492	198,88086	-93,394531
299,39453	424,24219	104,60938
115,5	290,04883	-461,96094
37,414062	128,94141	-76,814453
255,37109	566,96875	144,05664
-359,40625	-12,609375	171,13477
174,91797	283,48828	288,29883
-342,07422	-74,625	901,91602
-158,9668	86,21875	-264,14453
-63,666016	-34,804688	234,125
31,355469	-44,873047	169,48828
120,8418	306,81641	-475,58594
417,5918	58,585938	-456,03125
353,76758	307,4043	-8,3476562
-136,54688	139,85938	214,22461
-441,47852	-38,171875	14,646484
-686,6875	-501,20703	-165,81836
-246,68359	-984,68555	-759,70703
17,939453	-519,89453	338,04688
196,07031	-203,98633	-792,56836
99,582031	-619,99609	313,62109
-349,62695	281,1582	147,39453
27,271484	-604,11914	-33,820312
-148,45312	357,58398	-607,28711
41,486328	-430,00586	-222,29102
-565,66992	-308,90625	235,75586
-238,3418	-42,441406	-1,765625
267,68945	95,052734	643,10547
380,66016	-136,96289	310,44727
1,0898438	9,0585938	383,49805
-309,63281	151,10156	489,55469
309,70312	70,753906	-7,0214844
-370,92383	-407,25977	-36,378906
-75,451172	130,82422	2,9375
159,39062	-110,32227	-101,91602
93,359375	-391,60156	-120,27539
-190,89062	289,51367	-75,414062
-208,57031	-108,23242	-153,71289
-75,130859	-536,03711	-161,35938
392,12891	98,513672	-28,765625
209,10156	-702,1582	-236,79688
213,92969	-79,003906	-510,16211
224,43555	136,30078	97,138672
-38,742188	94,029297	323,32031
-456,57031	-29,705078	650,57227
240,10547	-148,57227	-58,134766
32,779297	-157,58984	371,95117
-431,5	-483,36523	338,76367
-232,14844	-328,20312	256,57422
-201,05664	247,91211	-254,49609
604,26758	394,31641	-147,11523
-250,72266	317,18945	175,47266
146,34766	-51,333984	60,171875
-416,61328	-617,18555	206,83008
-95,123047	-280,39453	371,05469
222,21875	96,298828	-175,94531
-63,175781	-15,525391	-372,26758
416,42188	-102,79102	91,460938
496,75391	-617,37891	220,5918
111,82227	319,98828	453,55469
-355,41797	349,67188	-33,320312
489,8418	-139,36523	-32,537109
335,63477	-390,65039	-135,4668
270,61133	-119,29688	-354,10547
-303,39844	158,42773	-212,81641
24,457031	190,25781	-254,5332
-453,04492	158,51953	238,37109
-186,97852	233,65234	520,85742
431,38867	434,94727	-80,251953
230,96484	288,37891	-25,675781
362,09375	-55,099609	23,941406
371,79102	-136,32031	148,39062
78,417969	195,46484	318,26172
-193,33203	201,13672	-210,0918
160,7832	90,441406	356,31641
-455,13477	-166,26758	-52,789062
-23,791016	-525,3457	-528,58398
28,419922	-111,38086	-236,90625
43,986328	346,44727	-246,58008
-406,25195	412,9375	-44,630859
33,269531	213,05859	-49,164062
-67,396484	-245,89062	-77,453125
106,91602	687,73438	-909,39062
-477,41602	675,625	-495,13867
-669,70508	-316,08789	-448,82617
-265,74805	-74,390625	66,658203
-41,828125	-88,880859	163,34766
190,18359	761,90625	-570,91016
-231,29492	-117,65625	-202,35156
-390,05859	-26,15625	-453,5
68,369141	-145,25781	-11,173828
-96,835938	72,693359	47,167969
184,61523	-341,7793	-144,49805
460,46289	-565,69922	-229,91406
110,6875	428,45898	130,54688
602,90625	900,08789	39,982422
249,99414	-175,07617	-154,65039
-445,46094	-129,17773	117,58789
-301,98633	-121,68359	130,5
171,25977	-221,78906	-218,85742
-397,01562	-17,416016	-92,554688
104,44922	245,48242	169,89453
371,16602	519,95117	-303,93555
169,82031	454,87305	-64,066406
-299,2168	-52,873047	-100,53516
1,5097656	116,99023	466,52734
-135,26953	-306,11719	120,49414
611,91602	-404,50977	379,625
818,90234	119,39062	307,96094
109,46484	201,0293	-226,00781
240,45312	482,03125	181,17383
-233,65039	384,69922	159,91211
-112,26172	1,1953125	554,66406
15,472656	139,27344	430,87891
-489,59375	96,734375	328,88281
-178,66992	-241,10742	616,28906
-53,193359	208,58203	429,17383
-369,30078	-421,68359	-121,60352
-479,05273	-275,49609	-615,32422
123,87109	644,23047	-385,7832
211,68359	303,77344	373,73242
30,671875	-293,53711	-91,095703
-43,589844	-141,0957	88,59375
-132,14844	-5,7050781	-319,08398
-127,02344	74,03125	-666,09375
-103,89453	-502,74805	-622,49414
-9,2519531	-361,74219	390,40234
-484,86133	-362,4082	498,68945
-48,03125	-273,23438	29,720703
173,90625	-186,68945	-91,054688
220,30859	-21,158203	-304,54688
-246,4668	-430,89648	-60,371094
-295,29883	-393,58008	-507,6582
-389,4668	-259,16016	-483,68359
-215,86719	182,34375	-247,90234
-7,0917969	349,01953	-83,757812
27,998047	-183,17578	-167,79883
320,14258	-597,33789	72,0625
673,36328	-368,66992	-87,025391
321,37305	37,037109	-11,550781
237,95703	346,06836	-14,578125
7,7890625	-74,308594	-175,1582
-177,83594	-21,595703	125,12891
-416,39453	-470,91211	-336,06445
-221,73633	34,105469	-346,50391
-284,45898	15,232422	-371,80078
183,94922	257,37305	-280,52539
26,71875	240,96484	-314,38477
-357,30078	-3,1347656	-123,35156
-593,77246	-144,99121	-168,23438
-374,01074	-311,48438	19,776367
274,82227	68,177734	47,708984
9,9042969	383,75	-216,18066
-384,43457	225,53516	-146,89258
-469,3125	53,048828	528,06152
-486,17773	206,64648	249,71387
66,652344	-280,49121	-295,1377
-147,39844	-428,76953	-303,57031
-41,382812	-53,700195	-313,83984
96,893555	-270,80371	108,32715
-164,2666	73,390625	-73,816406
237,35938	170,38379	-619,44629
177,94141	64,333008	-144,0957
371,86523	86,669922	-159,25781
-150,0166	284,24023	-29,180664
-231,62793	173,15527	-355,97461
-39,091797	-118,89844	-83,017578
-229,96973	-392,8623	-153,53613
-217,91016	-56,383789	47,115234
99,722656	-249,55176	-137,90527
-549,63574	-208,375	95,423828
-479,37695	-358,86035	43,609375
-207,60547	-601,39941	251,42676
150,76855	-321,28516	223,13477
-379,2373	-590,9668	42,553711
-429,6709	-208,92969	167,46484
-222,55078	358,95801	-21,848633
-149,26172	353,31836	107,7793
-360,82129	-16,729492	-17,99707
-278,52734	-261,82129	-251,33398
-612,75488	50,571289	-448,76367
-219,06836	-9,3105469	-281,24316
19,992188	-288,35059	-475,05176
14,94043	-691,83496	-113,59277
-255,20312	-776,60547	324,2041
-592,3418	-339,08691	-109,46777
-542,53516	-396,44238	-314,30859
-355,72461	-479,12207	-307,39258
18,679688	-197,08008	-138,47949
-315,06152	-217,13477	-129,02441
-350,61133	-335,77148	11,701172
-469,09863	-307,60645	2,3066406
-300,94824	-354,96094	-75,161133
-197,97168	-223,48047	-45,475586
-386,28125	-260,98145	-197,91016
36,675781	-178,12305	-25,416016
-106,03809	-226,5791	-6,7177734
-602,21777	-308,5498	-317,02539
-388,90527	-374,86426	-237,55859
-281,72949	-347,44775	-77,929199
-225,60986	-259,6958	-281,34668
-332,73682	-82,468262	-114,40283
-167,93604	205,14551	5,6538086
176,48389	-83,715332	-433,68164
-98,764648	-193,2041	-127,26904
-322,35596	-15,399414	-84,855957
43,490234	129,79736	-3,2851562
84,994141	-204,27686	84,120605
175,27051	-93,303711	-63,450195
252,79785	138,46729	15,484863
346,92188	-0,96533203	102,03271
132,85767	-99,9104	144,46582
231,02466	164,09497	-4,5268555
407,80737	160,1604	44,794678
325,84888	26,858154	12,841064
426,47632	24,991455	84,593018
257,32056	171,61914	116,06567
276,66577	126,48364	236,10059
358,25635	157,57495	252,08801
345,81714	237,39209	182,08936
400,8313	179,22803	52,173096
457,06396	214,07849	-7,1843262
458,29004	230,00574	113,48889
443,10999	191,75378	114,0979
510,08594	172,93237	170,91058
527,53918	211,84833	241,38489
476,39752	244,74487	177,75244
474,17871	220,75531	152,79016
438,03918	208,66241	161,63483
347,64941	186,22235	137,66541
301,42987	134,71799	101,23218
347,71585	139,16379	76,137329
285,27771	85,236328	97,118256
281,28485	111,43341	30,178497
221,34671	176,36325	18,2444
228,8286	138,37126	50,480042
194,46329	89,206772	65,892319
173,94942	71,622635	54,281967
167,75034	67,569954	63,100677
169,01041	56,44854	65,986458
153,50809	56,200012	55,605576
135,71738	69,167862	57,847252
145,78018	57,042114	52,974731
98,71492	37,1073	24,802612
103,01561	49,068089	30,490559
82,391846	46,616531	52,102314
82,832413	46,7672	44,552246
73,427597	48,684647	26,387085
64,595428	38,715904	6,7968864
61,535492	25,132362	0,55529785
52,478851	17,136513	3,3525906
40,465168	12,163239	0,93932343
47,668449	12,756315	8,4719353
32,6968	24,292826	5,7858968
20,230202	17,230568	-0,30596495
25,05645	13,940693	9,8471766
25,388819	9,8706608	11,097764
17,415409	8,4379654	3,4453344
16,499138	8,9633846	-0,24120092
28,539448	2,0784369	1,9041171
22,014528	3,562551	5,4898109
21,655285	5,4483819	-3,1398747
16,092859	6,959424	2,4858019
16,400352	6,2980833	5,0388207
16,633242	7,1675539	3,7833469
9,0051546	7,8176804	5,2997785
5,1907611	-0,78501093	2,9797735
8,3085051	6,0343084	2,1549826
6,0540743	7,2735415	1,0996059
5,3535271	1,4033035	0,33387113
8,4472351	-2,3063934	1,8199927
10,771708	0,27962089	3,6502521
5,2726574	1,0345337	-0,40503502
0,6366359	-0,38749075	-0,91730165
3,6066127	-1,0395123	-1,0437557
3,9780607	-0,05602777	-1,7060276
1,6752043	-0,77187657	-2,0265107
2,8443863	-5,0916724	-0,9743948
5,0108247	-3,346766	0,30410886
6,2207031	-0,53451169	0,58631742
3,7839437	1,9345443	0,14547843
-0,3178041	2,3944063	1,0033793
-2,5878248	0,93728971	3,1968794
-0,64837855	2,4208875	1,0482877
4,8350339	1,9302838	0,36366141
2,4095612	1,0522585	-0,13536495
-2,5992403	0,1968509	-0,65316534
-1,4193997	-0,84919715	-1,2423937
1,7777629	-1,5148466	-3,2942424
0,38100463	0,86728376	0,74150926
-0,13099599	0,96477699	2,619019
2,0789189	-1,8873538	0,67254692
4,5486403	-4,1463714	-0,88085675
0,70226455	-2,0561709	0,5226965
-1,3524343	-0,15408891	-0,23527133
-0,68497688	-0,089144349	-1,6909105
1,0322328	-1,7303197	-1,7444649
-0,24518007	-1,7663803	-0,88489318
0,14667118	1,0201144	1,492219
1,1425197	1,4232213	1,4238858
1,8129869	-0,43218172	-0,61193371
1,7951758	3,2714574	2,1944814
-1,870958	3,2183716	-0,032512069
-2,8555779	3,4928749	-1,4498314
-0,30108178	4,0372171	-0,59255326
1,4286898	0,56751132	-0,49731332
2,0854673	1,2487652	-0,85567713
2,0010009	0,33953184	-2,1800277
1,1819718	-2,5441005	-3,4002047
-0,55380636	-2,1795163	-1,4639952
-0,94312108	-0,7298975	0,37775081
-0,9246496	0,91736436	0,91340351
-1,076092	2,0958912	-0,19382167
-1,56897	1,7269943	-2,1481209
-1,7624595	1,5245949	-1,6881933
-1,7457203	0,054867208	-0,37247851
-1,3557971	-3,0162902	0,43720806
0,69752151	-1,4714332	0,54902607
1,0387793	-0,65219605	-0,045155525
0,64358073	-1,0802898	-0,43744892
1,6061227	-2,0617425	0,6589694
0,011969864	-2,3563235	0,86945486
-1,2905061	-1,009793	0,17193156
-1,0124218	1,3170145	-0,96350658
0,34395874	-0,35233176	-0,41822356
1,0688257	0,3810719	1,444943
1,1032703	1,4870667	2,5481212
0,62317586	-0,88844013	0,025541902
1,0640682	0,15739611	-1,1956429
1,0335629	1,0247244	-0,9467839
0,2662788	-0,12843156	0,34041566
2,5789213	-0,94252694	-1,3036225
2,5755343	-1,4863405	-1,7572801
0,15544629	-1,9777725	-0,79865444
-1,6302216	-2,9530997	-0,37010098
0,29921141	-2,1386168	0,03579548
2,7597551	-0,39764583	0,52095234
0,95411003	0,87979329	1,07831
1,2193342	-0,40144879	-0,40144879
1,259933	-1,4461114	-1,6663481
-1,0897222	0,011991501	-0,89127928
-2,5513709	-0,51083887	-2,1062317
-2,6464117	-1,1198834	-3,1483526
-1,0425677	-0,88213867	-2,760715
-0,29145837	-1,4990249	-1,7125175
0,048459142	-1,1353254	-0,4115575
0,071549475	0,67356467	0,84757882
-0,343817	0,044541717	0,66085923
-0,18935347	-0,75755149	-0,042422175
0,71748912	-0,88077044	-0,95112693
0,47669667	0,32245785	-1,5173627
-0,27798796	1,2696645	-1,9874256
-1,1882442	1,3936615	-2,4050488
-0,42257386	0,76022959	-2,6024776
0,11721343	-0,13310856	-1,5337619
-0,22167802	-1,1253786	1,1159153
-0,30448982	-1,8491918	1,6595592
-0,31246942	-2,0344667	0,72742075
-0,35629493	-1,451164	-1,6811702
-1,0359143	-1,4943945	-2,4690568
-1,6535017	-1,100161	-2,4517465
-1,6343825	0,70216352	-1,8365889
-0,66739279	1,7785569	-1,1236188
0,26018178	2,3654408	-0,8169207
-0,1579535	2,4589031	-1,8507373
0,33367682	0,53098506	-1,9700778
1,0138984	-1,8278058	-1,5119858
-0,39155328	-0,33553135	-1,3190154
-1,2116318	0,09853369	-0,91366792
-1,1271404	-0,81742048	-0,27871472
-0,78731304	0,31315947	0,16112626
-0,89680165	0,77108592	0,46630341
-1,8275447	-0,71617001	0,59470737
-0,62057263	0,32091844	0,43388632
0,59421372	1,6596906	0,17313451
-1,1201358	0,4898816	-0,030047178
-1,4171306	-0,5186317	0,12853825
-0,43459743	-1,1626551	0,40931201
0,19996944	-1,2781767	-0,51407874
0,3981629	-1,2487693	-0,22737271
-0,036530197	-1,1224778	2,5793972
0,27314174	-0,24150011	2,7404385
0,70267892	0,75611609	1,7632291
0,20433843	0,82091951	1,12327
0,49124879	0,36866018	0,88849306
1,6125851	-0,56417519	1,0999362
0,25488722	-1,5660691	1,6327035
-1,0944967	-2,0605609	1,5094893
-0,023079753	-0,93021488	-0,93781036
-0,23752844	-0,27282351	-1,794297
-1,5816582	-0,094869256	-1,0292759
-1,3239555	0,47909567	0,52423638
-0,78983474	1,1447415	1,7273138
-0,67083144	1,7710371	1,3695418
0,21124396	1,4562213	0,84917027
1,5210536	0,41523281	0,37728885
0,14555275	0,18955824	1,1024847
-1,2582934	0,28983504	1,406498
-0,45281863	0,70201439	-0,6177448
0,080994487	0,71074086	-0,9233644
0,13208246	0,28457567	0,62376773
-0,43072149	-0,021577775	0,44980642
-1,0515659	-0,21670175	-0,17309409
-0,99516135	-0,11873543	-0,11873543
-0,79991007	-0,31769112	-0,31769109
-0,4947167	-1,0220289	-1,0286028
0,42892259	-1,1076252	-1,4407327
1,5726259	-0,77673924	-1,5172637
1,7694836	0,10685506	-0,29130441
1,4973632	0,96023929	0,9385736
0,46441713	1,394889	1,3948891
-0,2807233	1,4391717	0,74847162
-0,62772405	1,0889856	-1,014643
-0,45464957	1,258123	-0,606251
-0,19127366	1,5175728	0,52590287
-0,89523977	0,80970019	-0,04276979
-0,91757917	0,055231154	-0,67391849
1,465459	-0,32446533	-0,59186661
1,5266721	-0,79311651	-0,36887461
-1,4035084	-1,3789606	-0,024518728
-1,9261712	-1,0833628	0,2852554
-1,2370355	-0,39613852	0,56848484
-1,3195784	-0,48058343	0,77557194
-1,2273214	-0,39022371	1,0780547
0,36558616	1,2007961	1,8465714
1,0434299	1,8767571	2,3449352
-0,43837678	0,39308247	2,2007546
-1,3378315	-0,27730751	1,2876929
-1,5950083	-0,11405861	-0,32175997
-1,4252501	-0,71942043	-0,599379
-1,0079527	-1,6003101	-0,31267893
-0,2071746	-1,4243302	-0,96487594
0,38565975	-0,93652248	-1,622033
-0,52562475	-0,28268182	-1,1012065
-1,0478873	0,28572658	-0,41575497
0,015910983	0,56472468	0,29031786
0,26080611	0,43772709	1,1176943
-0,90041661	-0,29392612	2,1298828
-1,6251471	-0,58275169	1,7236114
-1,9362237	-0,46754071	0,10531282
-1,488955	0,12289977	-0,46458158
-0,70917714	0,87744653	-0,46437755
-0,78576696	0,46870542	-0,08516106
-1,0014827	-0,2207768	0,2982581
-0,18771622	-0,19416547	-0,20061472
0,67458659	0,024615496	-0,76251709
0,79991233	0,45541626	-0,79085767
0,6795702	0,65863132	-0,71157765
0,088298947	0,088298976	-0,50542676
-0,3755241	-0,50548995	-0,26367494
-0,50034648	-1,0355878	0,034895003
-0,33246467	-1,1167737	0,12559661
0,25893122	-0,52613854	-0,099003196
0,46623215	-0,12058425	-0,12045479
0,25630146	0,078525484	0,079391897
-0,15976384	0,068726599	0,2972171
-0,72439682	-0,10380298	0,51679105
-0,55402672	-0,29088831	-0,027749956
0,038724199	-0,47523841	-0,98920107
0,18246081	-0,30951032	-0,80148137
0,12722209	0,034125805	-0,11522287
0,32343906	0,62576991	-0,28122249
0,61694169	1,2339669	-0,75562829
0,91379076	0,72116429	-0,93945307
1,1351038	-0,10429071	-1,0042655
0,4980422	-0,36136612	-0,79107028
-0,32273427	-0,49488491	-0,47553551
-0,61561096	-0,9599545	0,073076129
-0,7403599	-1,3665934	0,54611874
-0,54986155	-0,60371804	-0,090564817
-0,24684754	0,38884249	-0,85936964
0,37789449	1,1317289	-0,73147738
0,93640417	1,6125526	-0,39666048
0,51077276	0,54888344	0,078273356
-0,087686136	-0,60984194	0,49194437
-0,49700913	-0,18293083	0,25051266
-0,80727494	0,47582227	-0,061318934
-0,65716445	0,48325896	0,087233931
-0,43191633	0,40483731	0,27714893
-0,36538389	0,71575546	0,036070228
-0,29344684	1,0018265	-0,25859597
0,1382072	0,30130994	-0,19012541
0,60003811	-0,56271374	-0,065262228
0,47906578	-0,67732829	-0,25609183
0,24909545	-0,58460557	-0,50425112
0,62916481	-0,39961553	-0,39961553
1,168514	-0,21486166	-0,20071921
1,2008879	-0,53391749	-0,2573176
1,0354887	-1,0141519	-0,39321995
0,53978312	-0,87712485	-0,1510185
-0,0773229	-0,46486053	0,25545156
0,62910044	-0,055901587	0,43889475
2,0689762	0,35004318	0,49604952
1,9146334	0,55506033	0,35482255
0,59027237	0,6126138	0,068000317
-0,30359548	0,5832094	-0,1340276
-0,76113212	0,46566778	-0,25011116
-0,89332885	0,25771594	-0,31861508
-0,55644441	-0,08059147	-0,31851792
-0,34294945	-0,32937911	-0,44363403
-0,39151466	-0,39151466	-0,82794553
-0,51999962	-0,44112027	-1,0544364
-0,8655082	-0,46997145	-0,78155553
-1,1005414	-0,53243297	-0,56365496
-0,75649738	-0,75685126	-0,7568512
-0,40845573	-0,97524107	-0,91251808
-0,59411049	-0,98874503	-0,37512398
-0,86363906	-0,92991924	0,26518583
-0,67019534	-0,4111076	0,20889986
-0,31943148	0,26029646	-0,088059694
-0,13905656	0,55678773	-0,34825003
-0,056575373	0,63788015	-0,58731556
-0,028125465	0,82212919	-0,72118926
-0,055224448	1,1124318	-0,74691725
0,25975052	1,0962212	-0,53843254
1,2197844	0,50200486	0,11170097
1,8613936	0,094420254	0,57185704
1,354121	0,37636757	0,34198153
0,77302021	0,63755381	0,04300122
0,35113975	0,35113975	-0,33237311
-0,02342847	-0,034582987	-0,70559239
-0,074937373	-0,31178659	-0,75575906
-0,0035987496	-0,54646909	-0,68181252
-0,19844651	-0,53197205	-0,53197205
-0,60119867	-0,32285619	-0,32285619
-0,62044489	-0,1705659	-0,27993065
0,026078761	-0,11692601	-0,52551389
0,49637109	-0,075194478	-0,66799426
0,26224318	-0,071440548	-0,40512428
0,0013526082	-0,10006461	-0,15565509
0,12650193	-0,40436849	-0,40436849
0,34346521	-0,76242906	-0,77226329
0,29909968	-0,26810914	-0,84219986
0,10383171	0,71841061	-0,7400831
-0,033025324	1,1707846	-0,46383467
-0,083528668	0,83348715	0,069846928
-0,065249428	0,49974632	0,38237798
0,20177083	0,20541054	-0,12272698
0,43888658	-0,081889376	-0,66231143
0,079808161	-0,33071572	-0,74123961
-0,44417286	-0,56796944	-0,69009656
-0,49070299	-0,65481979	-0,49070299
-0,1805619	-0,62931418	-0,1805619
-0,10381453	-0,57627279	-0,10381453
-0,53629267	-0,46315295	-0,53629267
-0,85073161	-0,3741799	-0,88298297
-0,28203666	-0,45583251	-0,55617529
0,42562199	-0,56894708	-0,12040968
0,20757546	-0,71503252	-0,25372851
