d15_101fs_118_121
0
0
0
0
0
0
-80,576294
-39,445435
25,508057
51,559448
-38,480347
-93,599731
-13,819702
-72,778442
22,631836
-38,156006
71,351074
15,860474
-102,39484
-32,462585
54,192261
-70,984192
-7,2786865
-17,052795
39,147644
-40,964233
0,21832275
53,029419
-81,811829
2,3016968
-4,5404663
-6,3793335
60,283264
-38,267029
0,26086426
43,96051
-134,16992
185,1441
-6,9128418
-55,979675
-71,502136
-213,10895
20,636292
-56,518372
-11,269043
110,75934
-111,20514
3,9265137
21,4646
26,381409
-17,055664
-88,487671
78,237
51,160522
89,272095
27,061035
13,846802
-17,315063
11,413208
-55,361572
-113,96753
-7,810791
4,7282715
-25,543579
-269,35071
-69,214844
-36,126587
-186,69592
-0,45275879
-30,305908
-69,942139
70,139038
-93,174072
107,59167
-108,85938
141,50037
77,98291
18,286865
25,902954
-146,0741
-125,59509
-24,388794
67,751465
20,599487
-100,25854
69,555664
-220,58643
-48,404785
105,00964
-49,455078
-120,9978
-99,579224
-8,3980713
-135,06311
-74,958008
102,49011
-102,10706
-45,201904
62,832642
28,675171
-15,891724
3,8120117
-5,972168
-81,374634
-65,931885
-220,13269
100,32935
-154,98474
-157,2522
-78,176025
53,091553
60,082764
122,40356
54,081909
-95,816528
99,660522
78,891724
57,789551
-50,589111
-51,630737
-48,937866
-177,98987
-0,74621582
52,398438
94,537476
27,302368
-129,57349
80,006836
113,02539
46,514771
-253,26917
109,73145
123,46936
66,7052
89,099854
-85,922974
140,95667
-63,713013
125,89832
-38,442139
59,843018
-10,339355
9,7669678
20,778687
104,3927
157,5083
48,882446
33,601807
70,230103
74,507324
81,287842
-179,87671
-6,4731445
38,796143
-30,940186
-18,955322
24,431641
67,837646
222,19604
173,85913
175,44629
-271,94336
-572,60205
30,239746
110,92871
-118,50977
26,71875
426,80762
-32,290039
205,13965
-126,75684
470,39746
-217,25391
-308,6123
-287,04199
-243,26953
218,21094
168,92188
185,36523
-50,072266
-29,609375
603,56641
312,375
453,83398
-135,66016
-797,79102
-30,107422
-17,175781
-390,85156
18,441406
493,54883
228,46875
325,30273
113,09961
-499,9082
-618,50586
-959,14453
157,56641
235,07227
44,613281
15,285156
151,4082
-11,898438
-492,52539
322,89258
-178,77344
29,535156
-151,50977
127,65625
-347,01367
-187,58203
-673,05664
-1149,4648
-168,04492
71,029297
494,63672
-74,513672
-730,66992
-82,878906
-1073,4102
-959,21094
92,851562
-324,84375
-363,68359
30,583984
58,068359
270,06836
-14,152344
-117,3457
-444,69141
-324,45312
-718,06641
-153,91602
483,16797
538,06055
520,41016
-183,20898
193,00391
-287,02148
5,8203125
-247,80078
-250,12695
229,06641
-705,98828
-594,22461
197,09961
234,97266
332,66406
-40,275391
277,89062
-56,71875
352,38867
354,16602
-239,7832
186,73438
102,73047
181,89648
-40,617188
-450,69336
132,60352
681,23242
915,60156
348,25391
-182,96875
-18,546875
582,88086
132,48438
-249,02734
16,484375
-8,8867188
306,01758
351,93555
-588,14453
88,636719
-40,472656
-52,300781
-452,64453
405,30078
128,75781
-165,99609
-436,88281
417,52344
484,53516
-282,50586
448,26367
-380,62695
-142,29688
-228,50977
304,51562
-440,54688
-191,49609
14,578125
267,39648
129,29297
-194,02344
144,30273
-451,91992
320,55078
-19,150391
-397,23047
-259,39453
-345,75977
-116,51758
-271,61914
-158,11914
-140,80273
-166,19922
-285,37109
-322,0332
-198,89062
362,01953
439,38086
469,08594
-348,04297
-44,982422
-345,75195
-223,99414
-56,275391
20,683594
33,042969
385,35156
-141,72852
-531,85547
-407,23047
65,210938
-349,11133
239,52148
-213,38672
457,16602
34,847656
-225,83789
-427,98828
334,08398
192,99414
-565,65625
165,21289
86,052734
221,54102
-461,56055
-286,91406
-340,7793
-158,93359
-31,876953
-508,9043
196,08008
-386,92969
-310,63867
41,410156
41,042969
64,023438
-475,08594
-290,10156
102,94141
113,42188
287,51562
-243,60938
296,13867
-100,85938
-10,162109
-234,23828
217,10352
312,41992
214,35156
817,5918
-144,92578
17,609375
-64,140625
129,33398
-160,92188
-448,13672
157,92578
37,605469
-236,74805
-231,08789
95,513672
66,453125
-230,12109
-107,10547
-235,75
-215,58008
235,49023
88,472656
-47,857422
-180,92969
30,96875
-21,103516
121,9375
-6,5996094
-119,03125
151,50977
-160,93359
-123,10645
197,40625
28,266602
-238,93457
-375,1416
377,61914
231,90527
17,166016
252,78027
-198,3125
-306,1377
-425,02148
-226,19824
-267,6123
-436,21484
-438,83594
11,628906
-455,97656
42,298828
-233,75098
-417,41211
106,16113
-239,92578
-662,17578
-248,41895
-322,33887
-536,07617
-521,7998
-684,93457
-834,0166
-717,78516
-555,24414
-818,65723
-946,52246
-832,74609
-567,28027
-506,47266
-370,46289
-891,66211
-394,28809
-544,31348
-688,8252
-756,46973
-597,00098
-594,98926
-456,55664
-610,57812
-278,57422
-165,49854
-30,312988
-106,52832
-85,666992
-192,49951
-39,831055
37,003418
208,53271
43,621094
219,27344
355,94092
374,96045
523,10205
482,70947
618,05786
359,9397
396,37891
520,28711
687,48535
636,21069
591,29138
712,22546
820,59216
738,25195
729,33398
740,74561
782,43152
779,2959
687,24713
695,3316
655,93762
626,27136
609,27289
607,60559
547,20911
540,11719
485,5007
481,08124
484,5144
432,46634
393,31995
360,51837
314,36063
310,59906
281,96463
266,37769
248,72127
235,11406
216,0322
193,51549
176,48672
166,86972
160,86497
154,40944
127,27819
110,6907
116,08349
99,534264
88,456291
92,158989
68,540588
65,209503
56,561695
64,642036
67,094849
63,091915
59,911972
49,945549
45,359299
42,574654
33,660107
30,500931
36,525951
30,797043
23,485806
24,125757
25,185629
25,796982
28,989697
29,214787
24,616554
21,83147
18,248579
13,421333
20,07052
19,298853
11,952969
6,3809433
8,8877707
11,637299
13,476116
12,673506
11,563983
13,959002
10,841945
9,0673523
7,6662884
5,6946416
7,8945646
11,996792
12,03924
7,5264492
5,957613
7,1754718
9,9909401
12,210732
10,112735
8,5213242
7,1694565
6,3965769
7,5024271
7,2576299
7,178185
7,6705518
7,1557097
5,2480917
3,7404201
3,7161214
3,035516
2,122714
1,3156662
1,2634053
4,7349439
6,2593203
4,4644575
4,8582869
2,924329
0,38031316
0,51772678
2,2683184
4,0067329
4,4879866
1,473942
-1,6021405
-2,9873447
0,4408831
3,5098865
5,2423759
4,6580877
4,8023858
5,2324829
5,4789186
5,1656179
4,4703922
3,439368
2,5506594
2,0744891
2,202853
2,8981707
3,2451375
2,876792
1,8574827
1,5572078
2,4387803
3,5353451
4,5863919
5,1143703
1,6489141
-0,7812131
0,57521987
4,0682068
6,4019518
4,7235608
4,6807327
4,685605
2,5077865
4,5540929
8,2270718
6,6059122
4,8642116
3,7789099
3,4046469
2,6870754
1,1159368
0,87638998
1,7089322
4,2848625
5,0891299
4,3140755
3,2063112
1,873668
0,36710584
1,9080595
4,5011072
5,7298093
5,0890865
2,648948
2,5450432
2,6759002
1,270406
1,7937081
3,9580228
4,5133901
5,1723013
7,3070793
6,5698433
3,3511972
0,58001328
-1,231258
-0,45281863
0,59087312
1,6144673
0,92119062
-0,040566087
0,43871504
1,337271
2,6036434
2,2447152
1,1522691
1,3713243
1,5992029
1,0620134
0,80958581
0,96408653
1,962908
