Meta Data
Label,Value,
Date,5/8/2020
Profile,HillsAndValleys
ScanDuration,20 s
ScanLength,500 µm
ScanResolution,0.0833056 µm
ScanType,Standard Scan
StylusForce,3 mg
StylusScanRange,6.5 µm
StylusType,Radius: 12.5 μm
Time,12:20:51 PM


Data Leveling Position
R Cursor Position,0 µm
R Cursor Width,0 µm
M Cursor Position,499.833388808512 µm
M Cursor Width,0 µm


Data
Lateral(µm),Total Profile(nm),,
0,0,,
0.0833055648014186,0.0295040764986059,,
0.166611129602837,0.0901711506904233,,
0.249916694404256,-0.0777242143233374,,
0.333222259205675,-0.112364940056234,,
0.416527824007093,-0.151188522762902,,
0.499833388808512,-0.395802498866774,,
0.583138953609931,-0.575888421025014,,
0.666444518411349,-0.70181976783183,,
0.749750083212768,-0.829638100242983,,
0.833055648014186,-0.786232294303678,,
0.916361212815605,-0.690570351317527,,
0.999666777617024,-0.669635236163687,,
1.08297234241844,-0.601651887307001,,
1.16627790721986,-0.545093872137019,,
1.24958347202128,-0.621925168197209,,
1.3328890368227,-0.780940912395033,,
1.41619460162412,-0.716792414299824,,
1.49950016642554,-0.916489530385986,,
1.58280573122695,-1.09171810568438,,
1.66611129602837,-1.08200974300796,,
1.74941686082979,-0.997111767858386,,
1.83272242563121,-0.911508476421993,,
1.91602799043263,-1.02431581515982,,
1.99933355523405,-1.07057422679011,,
2.08263912003547,-1.06016659507835,,
2.16594468483688,-1.06636256998504,,
2.2492502496383,-0.850597975683973,,
2.33255581443972,-0.634837761828668,,
2.41586137924114,-0.53555989434774,,
2.49916694404256,-0.391591467649,,
2.58247250884398,-0.145815920214774,,
2.6657780736454,0.0220769981933362,,
2.74908363844682,0.18985329593085,,
2.83238920324823,0.221509624819798,,
2.91569476804965,0.322003182672825,,
2.99900033285107,0.199600175030355,,
3.08230589765249,0.0962031744519006,,
3.16561146245391,0.00555777902248384,,
3.24891702725533,-0.0543779501511672,,
3.33222259205675,0.0655542830103972,,
3.41552815685816,0.291278364735779,,
3.49883372165958,0.340536857540212,,
3.582139286461,0.420849530974711,,
3.66544485126242,0.521593200626755,,
3.74875041606384,0.64282951685074,,
3.83205598086526,0.699134068536689,,
3.91536154566668,0.822191660246717,,
3.99866711046809,0.965208451361373,,
4.08197267526951,1.0873677007166,,
4.16527824007093,1.26595099535564,,
4.24858380487235,1.31133200935673,,
4.33188936967377,1.3564750902975,,
4.41519493447519,1.34814830922309,,
4.49850049927661,1.35306959317058,,
4.58180606407802,1.30706228614941,,
4.66511162887944,1.25399648782745,,
4.74841719368086,1.16951948542562,,
4.83172275848228,1.02007863997291,,
4.9150283232837,0.813652117827039,,
4.99833388808512,0.661728195366152,,
5.08163945288654,0.679760377930219,,
5.16494501768796,0.772064862739129,,
5.24825058248937,0.733318726821402,,
5.33155614729079,0.74046499080911,,
5.41486171209221,0.893116894800096,,
5.49816727689363,0.971351233560349,,
5.58147284169505,0.939380678139015,,
5.66477840649647,1.0090255999791,,
5.74808397129789,1.10797305808728,,
5.83138953609931,1.05992347487575,,
5.91469510090072,1.0873729329065,,
5.99800066570214,1.08419287375917,,
6.08130623050356,1.07467435172227,,
6.16461179530498,1.07629035939304,,
6.2479173601064,0.989352648175853,,
6.33122292490782,0.982886608772315,,
6.41452848970923,1.1227530326709,,
6.49783405451065,1.22439268994356,,
6.58113961931207,1.51399948384253,,
6.66444518411349,1.74356626461805,,
6.74775074891491,1.94163873814128,,
6.83105631371633,1.91115021980029,,
6.91436187851775,2.00501680483701,,
6.99766744331917,2.06003933560758,,
7.08097300812058,2.11269848431356,,
7.164278572922,2.07003197686846,,
7.24758413772342,2.17864236726613,,
7.33088970252484,2.31385843607598,,
7.41419526732626,2.48424744474787,,
7.49750083212768,2.35564164883287,,
7.5808063969291,2.49959319926737,,
7.66411196173051,2.57180023600172,,
7.74741752653193,2.63267281030601,,
7.83072309133335,2.52921975047583,,
7.91402865613477,2.43729414681571,,
7.99733422093619,2.39861095087933,,
8.08063978573761,2.44222974739681,,
8.16394535053903,2.2554185058711,,
8.24725091534044,2.16489152827028,,
8.33055648014186,2.10225097395158,,
8.41386204494328,2.21181502986824,,
8.4971676097447,2.11530132594504,,
8.58047317454612,2.10213991837855,,
8.66377873934754,2.24334799763918,,
8.74708430414896,2.50390866216942,,
8.83038986895038,2.4962473554909,,
8.91369543375179,2.61176818054148,,
8.99700099855321,2.67713903796372,,
9.08030656335463,2.62038959370995,,
9.16361212815605,2.65359314463596,,
9.24691769295747,2.575091205995,,
9.33022325775889,2.50777315421304,,
9.41352882256031,2.50002429206934,,
9.49683438736172,2.44368693804086,,
9.58013995216314,2.43323432578703,,
9.66344551696456,2.63773477445421,,
9.74675108176598,2.78431493182183,,
9.8300566465674,2.88749266820336,,
9.91336221136882,3.00178938197981,,
9.99666777617024,3.14851758315502,,
10.0799733409717,3.27619727323793,,
10.1632789057731,3.30788168365105,,
10.2465844705745,3.36225952643736,,
10.3298900353759,3.57547371407967,,
10.4131956001773,3.74099977162628,,
10.4965011649787,3.77472757363676,,
10.5798067297802,3.80279966545201,,
10.6631122945816,3.85205544399991,,
10.746417859383,3.93830813972054,,
10.8297234241844,3.93102568249884,,
10.9130289889858,3.89143788676669,,
10.9963345537873,4.10439309070778,,
11.0796401185887,4.21288128026963,,
