Meta Data
Label,Value,
Date,5/8/2020
Profile,HillsAndValleys
ScanDuration,50 s
ScanLength,4500 µm
ScanResolution,0.29996 µm
ScanType,Standard Scan
StylusForce,3 mg
StylusScanRange,6.5 µm
StylusType,Radius: 12.5 μm
Time,12:01:33 PM


Data Leveling Position
R Cursor Position,0 µm
R Cursor Width,0 µm
M Cursor Position,4499.40007968396 µm
M Cursor Width,0 µm


Data
Lateral(µm),Total Profile(nm),,
0,0,,
0.299960005312264,0.0589110427498467,,
0.599920010624528,-0.0525548290010569,,
0.899880015936792,0.0943012676277499,,
1.19984002124906,0.00677987879272592,,
1.49980002656132,0.122508471323105,,
1.79976003187358,0.109315050352152,,
2.09972003718585,0.178492286232684,,
2.39968004249811,0.165649495290415,,
2.69964004781038,0.171356567307367,,
2.99960005312264,0.164287384691379,,
3.29956005843491,0.185870110821993,,
3.59952006374717,0.198614872934301,,
3.89948006905943,0.26129271292436,,
4.1994400743717,0.365567162771408,,
4.49940007968396,0.460230992563652,,
4.79936008499623,0.479241691141505,,
5.09932009030849,0.599846585416339,,
5.39928009562075,0.580872131461734,,
5.69924010093302,0.612455576115861,,
5.99920010624528,0.701645681331073,,
6.29916011155755,0.780701737939181,,
6.59912011686981,0.779289178727384,,
6.89908012218207,0.822087585336745,,
7.19904012749434,1.06188162132366,,
7.4990001328066,1.27002979497189,,
7.79896013811887,1.32408518478805,,
8.09892014343113,1.38119610510053,,
8.39888014874339,1.52179313082486,,
8.69884015405566,1.60548801710559,,
8.99880015936792,1.64274123676201,,
9.29876016468019,1.4904545141415,,
9.59872016999245,1.54310270866553,,
9.89868017530472,1.33583471021372,,
10.198640180617,1.16753063583994,,
10.4986001859292,1.11245070341766,,
10.7985601912415,1.08409276055766,,
11.0985201965538,0.903391519486128,,
11.398480201866,0.911145519592715,,
11.6984402071783,0.743046282387148,,
11.9984002124906,0.786573381811119,,
12.2983602178028,0.799134303839014,,
12.5983202231151,0.853084825694199,,
12.8982802284274,0.637279106286653,,
13.1982402337396,0.821194098633395,,
13.4982002390519,0.926993124990887,,
13.7981602443641,1.09084562578462,,
14.0981202496764,1.24651519841706,,
14.3980802549887,1.38354427484117,,
14.6980402603009,1.41915873230728,,
14.9980002656132,1.50245862680031,,
15.2979602709255,1.54681577069836,,
15.5979202762377,1.59569974846264,,
15.89788028155,1.63449748093622,,
16.1978402868623,1.67250075181622,,
16.4978002921745,1.52564243194344,,
16.7977602974868,1.54275690025912,,
17.0977203027991,1.54961927094117,,
17.3976803081113,1.55336092139054,,
17.6976403134236,1.40404264375584,,
17.9976003187358,1.36557107205711,,
18.2975603240481,1.29000950949508,,
18.5975203293604,1.14645130888318,,
18.8974803346726,1.04270325089444,,
19.1974403399849,0.994690948717541,,
19.4974003452972,1.08622723807622,,
19.7973603506094,1.23595244734665,,
20.0973203559217,1.37437788389676,,
20.397280361234,1.45208436335758,,
20.6972403665462,1.48395878570137,,
20.9972003718585,1.4818691414529,,
21.2971603771707,1.35671605808268,,
21.597120382483,1.32735468085395,,
21.8970803877953,1.65529595454849,,
22.1970403931075,1.92392895542707,,
22.4970003984198,2.17381926629029,,
22.7969604037321,2.24149990961201,,
23.0969204090443,2.29176251984626,,
23.3968804143566,2.33187840788282,,
23.6968404196689,2.51595151766698,,
23.9968004249811,2.35719923162779,,
24.2967604302934,2.45249189113441,,
24.5967204356057,2.33174851947595,,
24.8966804409179,2.2849435493225,,
25.1966404462302,2.34985275366102,,
25.4966004515424,2.49802139192998,,
25.7965604568547,2.3176590723944,,
26.096520462167,2.41009135598073,,
26.3964804674792,2.4757165483196,,
26.6964404727915,2.64382628430783,,
26.9964004781038,2.7179363579755,,
27.296360483416,2.73856267315333,,
27.5963204887283,2.66961514005945,,
27.8962804940406,2.85561118473049,,
28.1962404993528,2.90753252914459,,
28.4962005046651,3.03790447455589,,
28.7961605099774,3.18915326316275,,
29.0961205152896,3.22479866502592,,
29.3960805206019,3.30828089077064,,
29.6960405259141,3.42568268984152,,
29.9960005312264,3.6898988914415,,
30.2959605365387,3.72544552952987,,
30.5959205418509,3.62254346972535,,
30.8958805471632,3.52765826815672,,
31.1958405524755,3.43086613194604,,
31.4958005577877,3.42128011742521,,
31.7957605631,3.4432375843141,,
32.0957205684123,3.54341952450738,,
32.3956805737245,3.72840945806987,,
32.6956405790368,3.88942911139428,,
32.995600584349,4.03373297541246,,
33.2955605896613,4.13514966653152,,
33.5955205949736,4.1817904463771,,
33.8954806002858,4.41879232448447,,
34.1954406055981,4.78979048491159,,
34.4954006109104,4.90897097734849,,
34.7953606162226,5.10916285107369,,
35.0953206215349,5.07335790247726,,
35.3952806268472,5.35176052030543,,
35.6952406321594,5.43022962321769,,
35.9952006374717,5.57386296596407,,
36.295160642784,5.57689035938733,,
36.5951206480962,5.59368747258963,,
36.8950806534085,5.59396501515464,,
37.1950406587207,5.70308512301335,,
37.495000664033,5.8280997592453,,
37.7949606693453,5.83248247570016,,
38.0949206746575,5.82251256805702,,
38.3948806799698,5.86509340794092,,
38.6948406852821,5.87013231937826,,
38.9948006905943,5.94810524016609,,
39.2947606959066,6.03849635938419,,
39.5947207012189,6.18085877751464,,
39.8946807065311,6.28993534881913,,
40.1946407118434,6.22883214935667,,
40.4946007171556,6.07235242191983,,
40.7945607224679,5.93521503075031,,
41.0945207277802,5.820546420434,,
41.3944807330924,5.76801126077005,,
41.6944407384047,5.79102236200174,,
41.994400743717,5.80005175369639,,
42.2943607490292,6.00153218999258,,
42.5943207543415,6.07998006599094,,
