s_300	s_0	energy_e10e20
2,456205038470216e-10	2,456205038470216e-10	28,49804721493167
2,367637171118986e-10	2,367637171118986e-10	28,34825484764543
2,253443199151661e-10	2,253443199151661e-10	28,1996403992808
2,114623930538073e-10	2,114623930538073e-10	28,05219155176668
-3,011660277843476e-07	-3,011660277843476e-07	27,90589614763207
1,784842788765673e-10	1,784842788765673e-10	27,7607421875
1,611144398339093e-10	1,611144398339093e-10	27,61671782762692
1,444350527890492e-10	1,444350527890492e-10	27,47381137748665
1,292557135457173e-10	1,292557135457173e-10	27,332011297398
1,161338877864182e-10	1,161338877864182e-10	27,19130619619514
1,053330652212026e-10	1,053330652212026e-10	27,05168482893981
9,684506949270144e-11	9,684506949270144e-11	26,91313609467456
9,045528713613749e-11	9,045528713613749e-11	26,77564903421616
8,582667760492769e-11	8,582667760492769e-11	26,63921282798834
8,257797162514181e-11	8,257797162514181e-11	26,50381679389313
8,034473466977943e-11	8,034473466977943e-11	26,36945038521993
7,881632882345003e-11	7,881632882345003e-11	26,23610318859157
7,775073754601181e-11	7,775073754601181e-11	26,10376492194674
-3,355548530817032e-07	-3,355548530817032e-07	25,97242543255779
7,636692316737027e-11	7,636692316737027e-11	25,84207469508346
-3,406540676951409e-07	-3,406540676951409e-07	25,71270280965572
7,539995294791879e-11	7,539995294791879e-11	25,5843
7,497080332541374e-11	7,497080332541374e-11	25,45685661158824
7,455660124833231e-11	7,455660124833231e-11	25,33036310982402
7,415081199724228e-11	7,415081199724228e-11	25,20481007825921
7,375032510026359e-11	7,375032510026359e-11	25,08018821684149
7,335373993555551e-11	7,335373993555551e-11	24,95648834019205
7,296044714166783e-11	7,296044714166783e-11	24,83370137591303
7,257017841766356e-11	7,257017841766356e-11	24,71181836292402
7,218282462417847e-11	7,218282462417847e-11	24,59083044982699
7,179832209658344e-11	7,179832209658344e-11	24,4707288932993
7,141663445509039e-11	7,141663445509039e-11	24,35150505651398
-2,711053378880024e-07	-2,711053378880024e-07	24,23315040758698
7,066158104862552e-11	7,066158104862552e-11	24,11565651805071
7,028816526144511e-11	7,028816526144511e-11	23,99901506135347
6,991744612605544e-11	6,991744612605544e-11	23,88321781138417
6,954941000003601e-11	6,954941000003601e-11	23,76825664102192
6,918402050359873e-11	6,918402050359873e-11	23,65412352071006
6,882125944684958e-11	6,882125944684958e-11	23,54081051705398
6,84610995449475e-11	6,84610995449475e-11	23,4283097914425
6,810352260799846e-11	6,810352260799846e-11	23,3166135986922
6,774852863600245e-11	6,774852863600245e-11	23,20571428571429
6,739614036632702e-11	6,739614036632702e-11	23,09560429020374
6,704650331812446e-11	6,704650331812446e-11	22,98627613934997
6,670003131148406e-11	6,670003131148406e-11	22,87772244856899
6,6357833929942e-11	6,6357833929942e-11	22,76993592025632
6,602263511013007e-11	6,602263511013007e-11	22,66290934256056
-4,146213084459305e-07	-4,146213084459305e-07	22,55663558817695
6,540636604768225e-11	6,540636604768225e-11	22,45110761316083
-4,204899445176125e-07	-4,204899445176125e-07	22,34631845576033
-4,234447702765465e-07	-4,234447702765465e-07	22,24226123526823
6,515167115139776e-11	6,515167115139776e-11	22,13892915089238
6,568511707882863e-11	6,568511707882863e-11	22,03631548064449
6,699352070427267e-11	6,699352070427267e-11	21,93441358024691
-3,170258551836014e-07	-3,170258551836014e-07	21,83321688205708
7,451672900060658e-11	7,451672900060658e-11	21,73271889400922
-4,414462670683861e-07	-4,414462670683861e-07	21,63291319857313
9,664810022513849e-11	9,664810022513849e-11	21,53379345172965
1,181193511001766e-10	1,181193511001766e-10	21,43535338196252
1,502981740486575e-10	1,502981740486575e-10	21,33758678926628
1,966221316251904e-10	1,966221316251904e-10	21,24048754417007
2,607585884106811e-10	2,607585884106811e-10	21,14404958677686
3,462267341092229e-10	3,462267341092229e-10	21,04826692581795
4,559300214168616e-10	4,559300214168616e-10	20,95313363772241
-3,389848768711091e-07	-3,389848768711091e-07	20,85864386570123
7,533176540164278e-10	7,533176540164278e-10	20,76479181884588
-3,43257412314415e-07	-3,43257412314415e-07	20,67157177124101
-4,747339338064194e-07	-4,747339338064194e-07	20,57897806109112
1,363697228953242e-09	1,363697228953242e-09	20,48700508986082
1,587751030456275e-09	1,587751030456275e-09	20,39564732142857
1,807140943128616e-09	1,807140943128616e-09	20,30489928125357
2,011538454098627e-09	2,011538454098627e-09	20,21475555555556
2,190875966334716e-09	2,190875966334716e-09	20,12521079050742
2,336222096346319e-09	2,336222096346319e-09	20,03625969144021
2,440778189338744e-09	2,440778189338744e-09	19,94789702206044
2,500455593690276e-09	2,500455593690276e-09	19,86011760367948
2,514295338187367e-09	2,514295338187367e-09	19,77291631445478
2,484569558873773e-09	2,484569558873773e-09	19,68628808864266
2,41606539930217e-09	2,41606539930217e-09	19,60022791586266
2,315348538104445e-09	2,315348538104445e-09	19,51473084037299
2,189646183978767e-09	2,189646183978767e-09	19,42979196035713
2,045840519713238e-09	2,045840519713238e-09	19,34540642722117
1,889789855340496e-09	1,889789855340496e-09	19,26156944490192
1,726029440760613e-09	1,726029440760613e-09	19,17827626918536
1,557949581183493e-09	1,557949581183493e-09	19,09552220703553
1,38826944748871e-09	1,38826944748871e-09	19,01330261593342
1,219634068547748e-09	1,219634068547748e-09	18,93161290322581
1,05500512290746e-09	1,05500512290746e-09	18,85044852548399
8,978703408502043e-10	8,978703408502043e-10	18,76980498787193
7,521272345911712e-10	7,521272345911712e-10	18,689677843524
-4,023225978016854e-07	-4,023225978016854e-07	18,61006269293193
5,100107591715642e-10	5,100107591715642e-10	18,53095518334088
4,197304951958359e-10	4,197304951958359e-10	18,45235100815449
3,522273254930042e-10	3,522273254930042e-10	18,37424590634875
3,074953929171898e-10	3,074953929171898e-10	18,29663566189453
-9,869357943534851e-07	-9,869357943534851e-07	18,21951610318859
2,795000364130829e-10	2,795000364130829e-10	18,14288310249308
-5,782221630215646e-07	-5,782221630215646e-07	18,0667325753831
3,111969999736175e-10	3,111969999736175e-10	17,99106048020252
-5,854961648583413e-07	-5,854961648583413e-07	17,91586281752771
3,68676737707574e-10	3,68676737707574e-10	17,84113562963899
3,973099956056103e-10	3,973099956056103e-10	17,766875
4,223149153403938e-10	4,223149153403938e-10	17,69307705274441
4,424784128786996e-10	4,424784128786996e-10	17,61973795217025
4,577376239467412e-10	4,577376239467412e-10	17,54685390224143
4,690634523285553e-10	4,690634523285553e-10	17,47442114609658
4,782207179232501e-10	4,782207179232501e-10	17,40243596556489
4,876122693531215e-10	4,876122693531215e-10	17,33089468068892
5,001391036785208e-10	5,001391036785208e-10	17,25979364925433
5,191330274101347e-10	5,191330274101347e-10	17,18912926632626
5,482308915816248e-10	5,482308915816248e-10	17,11889796379239
5,910484833293595e-10	5,910484833293595e-10	17,04909620991254
-6,342943757772447e-07	-6,342943757772447e-07	16,97972050887461
7,285833999048919e-10	7,285833999048919e-10	16,91076740035693
8,242157491622493e-10	8,242157491622493e-10	16,84223345909673
9,337633673567326e-10	9,337633673567326e-10	16,77411529446475
1,050124919856899e-09	1,050124919856899e-09	16,70640955004592
1,163377091870643e-09	1,163377091870643e-09	16,63911290322581
1,261990255443379e-09	1,261990255443379e-09	16,57222206478307
1,334718544967473e-09	1,334718544967473e-09	16,50573377848745
1,372663246002048e-09	1,372663246002048e-09	16,43964482070353
1,371028047287837e-09	1,371028047287837e-09	16,373952
1,330176164628938e-09	1,330176164628938e-09	16,30865215676432
-6,773272156715394e-07	-6,773272156715394e-07	16,24374216282282
1,156400685431436e-09	1,156400685431436e-09	16,17921892106605
1,044329546857625e-09	1,044329546857625e-09	16,11507936507937
9,306251740781591e-10	9,306251740781591e-10	16,05132045877855
-6,941088289022447e-07	-6,941088289022447e-07	15,98793919605056
7,319093856494874e-10	7,319093856494874e-10	15,92493260039915
6,547862722072751e-10	6,547862722072751e-10	15,86229772459545
5,918600072618574e-10	5,918600072618574e-10	15,8000316503333
5,395683183451184e-10	5,395683183451184e-10	15,73813148788927
4,934826938551851e-10	4,934826938551851e-10	15,67659437578747
4,496171459322795e-10	4,496171459322795e-10	15,61541748046875
4,053289740113542e-10	5,195727348327637e-06	15,55459799596457
3,597939576138742e-10	3,597939576138742e-10	15,49413314357523
3,139760156045668e-10	3,139760156045668e-10	15,43402017155246
2,703000609471928e-10	2,703000609471928e-10	15,37425635478637
2,322213185834699e-10	2,322213185834699e-10	15,3148389944966
2,038631828327198e-10	2,038631828327198e-10	15,25576541792758
-5,458552017807961e-07	-5,458552017807961e-07	15,19703297804805
1,951621743501164e-10	1,951621743501164e-10	15,13863905325444
2,253921411465854e-10	2,253921411465854e-10	15,08058104707837
2,864336602215189e-10	2,864336602215189e-10	15,02285638789801
3,842250589514151e-10	3,842250589514151e-10	14,96546252865327
-5,614553019404412e-07	-5,614553019404412e-07	14,90839694656489
-7,754839211702347e-07	-7,754839211702347e-07	14,85165714285714
-7,79697820544243e-07	-7,79697820544243e-07	14,79524064248435
1,208722169394605e-09	1,208722169394605e-09	14,73914499386092
1,508489949628711e-09	1,508489949628711e-09	14,68336776859504
1,821851474232972e-09	1,821851474232972e-09	14,62790656122584
2,128247724613175e-09	2,128247724613175e-09	14,57275898896405
2,404730912530795e-09	2,404730912530795e-09	14,51792269143605
2,629172522574663e-09	2,629172522574663e-09	14,46339533043134
2,783524105325342e-09	2,783524105325342e-09	14,40917458965324
2,856851497199387e-09	2,856851497199387e-09	14,35525817447292
2,847347932402045e-09	2,847347932402045e-09	14,30164381168661
2,76266917353496e-09	2,76266917353496e-09	14,24832924927601
2,618815051391721e-09	2,618815051391721e-09	14,19531225617178
-8,328546583652497e-07	-8,328546583652497e-07	14,14259062202015
2,243760682176799e-09	2,243760682176799e-09	14,09016215695251
2,060523693216965e-09	2,060523693216965e-09	14,03802469135803
1,907229598145932e-09	1,907229598145932e-09	13,98617607565917
1,796628348529339e-09	1,796628348529339e-09	13,93461418009014
1,73357198946178e-09	1,73357198946178e-09	13,88333689447819
1,714884710963816e-09	1,714884710963816e-09	13,83234212802768
1,730340591166169e-09	1,730340591166169e-09	13,78162780910698
-6,340119242668152e-07	-6,340119242668152e-07	13,73119188503804
1,799038873286918e-09	1,799038873286918e-09	13,68103232188871
-6,409722566604615e-07	-6,409722566604615e-07	13,63114710426768
1,801234902814031e-09	1,801234902814031e-09	13,58153423512198
1,744480396155268e-09	1,744480396155268e-09	13,53219173553719
1,643060677452013e-09	1,643060677452013e-09	13,48311764454004
1,500710059190169e-09	1,500710059190169e-09	13,43431001890359
1,326816418441013e-09	1,326816418441013e-09	13,38576693295489
1,134343765443191e-09	1,134343765443191e-09	13,33748647838497
9,375692025059834e-10	9,375692025059834e-10	13,28946676406136
7,498014019802213e-10	7,498014019802213e-10	13,24170591584287
5,81792373850476e-10	5,81792373850476e-10	13,1942020763967
4,409112807479688e-10	4,409112807479688e-10	13,14695340501792
3,312372791697271e-10	3,312372791697271e-10	13,09995807745111
2,543280425015837e-10	2,543280425015837e-10	13,05321428571429
2,10311573027866e-10	2,10311573027866e-10	13,00672023792502
1,989888005482499e-10	1,989888005482499e-10	12,9604741581287
-6,968096643686295e-07	6,170482635498047e-06	12,91447428612893
2,760891402431298e-10	2,760891402431298e-10	12,86871887732006
3,666216434794479e-10	3,666216434794479e-10	12,82320620252173
4,927151530864648e-10	4,927151530864648e-10	12,77793454781556
6,529121310450137e-10	6,529121310450137e-10	12,7329022143837
8,424931002082304e-10	8,424931002082304e-10	12,68810751834953
1,052568622981198e-09	1,052568622981198e-09	12,64354879062024
-7,220841199159623e-07	-7,220841199159623e-07	12,5992243767313
1,478039630455896e-09	1,478039630455896e-09	12,55513263669293
1,658473338466138e-09	1,658473338466138e-09	12,51127194483838
1,793831761460752e-09	1,793831761460752e-09	12,46764068967408
1,870228879852221e-09	1,870228879852221e-09	12,42423727373162
1,879674091469496e-09	1,879674091469496e-09	12,38106011342155
-7,44616910815239e-07	-7,44616910815239e-07	12,33810763888889
1,701899018371478e-09	1,701899018371478e-09	12,29537829387047
-1,03426419198513e-06	-1,03426419198513e-06	12,25287053555393
1,333876134594903e-09	1,333876134594903e-09	12,21058283443851
1,119765438488685e-09	1,119765438488685e-09	12,16851367419738
9,081467578653247e-10	9,081467578653247e-10	12,1266615515418
7,124916010070593e-10	7,124916010070593e-10	12,08502497608673
5,420456727733836e-10	5,420456727733836e-10	12,04360247021822
4,017776518594474e-10	4,017776518594474e-10	12,00239256896228
2,930157461378258e-10	2,930157461378258e-10	11,96139381985536
2,145923645002768e-10	2,145923645002768e-10	11,92060478281634
1,641925700823777e-10	1,641925700823777e-10	11,88002403002011
1,39614357976825e-10	1,39614357976825e-10	11,8396501457726
1,397832056682091e-10	1,397832056682091e-10	11,79948172638728
1,654354309721384e-10	1,654354309721384e-10	11,7595173800632
2,193987711507361e-10	2,193987711507361e-10	11,71975572676441
-8,100788295269013e-07	-8,100788295269013e-07	11,68019539810081
-1,118118017911911e-06	-1,118118017911911e-06	11,6408350372104
6,050946831237525e-10	6,050946831237525e-10	11,601673298643
-8,219388872385026e-07	-8,219388872385026e-07	11,56270884824518
1,106987037928775e-09	1,106987037928775e-09	11,52394036304671
1,43775308970362e-09	1,43775308970362e-09	11,48536653114821
1,81331648491323e-09	1,81331648491323e-09	11,44698605161016
2,218794543296099e-09	2,218794543296099e-09	11,40879763434327
2,632534014992416e-09	2,632534014992416e-09	11,3708
-8,448824286460877e-07	-8,448824286460877e-07	11,33299187986744
3,375804517418147e-09	3,375804517418147e-09	11,29537201576142
3,650275757536292e-09	3,650275757536292e-09	11,25793915992178
3,83157836040482e-09	3,83157836040482e-09	11,220692074909
3,910845553036779e-09	3,910845553036779e-09	11,18362953350181
3,891858796123415e-09	3,891858796123415e-09	11,14675031859622
3,790842019952834e-09	3,790842019952834e-09	11,11005322310551
3,633443266153336e-09	8,652737140655519e-06	11,0735370498615
3,449521027505398e-09	3,449521027505398e-09	11,0372006115169
3,267462307121605e-09	3,267462307121605e-09	11,00104273044881
3,108388918917626e-09	3,108388918917626e-09	10,96506223866324
2,982415317092091e-09	2,982415317092091e-09	10,92925797770089
2,887716109398753e-09	2,887716109398753e-09	10,89362879854379
2,811997837852687e-09	2,811997837852687e-09	10,8581735615232
2,736783062573522e-09	2,736783062573522e-09	10,82289113622844
-9,103530645370484e-07	-9,103530645370484e-07	10,78778040141677
2,512631472200156e-09	2,512631472200156e-09	10,75284024492434
2,339881029911339e-09	2,339881029911339e-09	10,7180695635781
9,129216670989991e-06	2,125491591868922e-09	10,68346726310872
1,880098861875013e-09	1,880098861875013e-09	10,64903225806452
1,621444680495188e-09	1,621444680495188e-09	10,6147634717263
1,371275429846719e-09	1,371275429846719e-09	10,5806598360232
1,151965989265591e-09	1,151965989265591e-09	10,54672029144949
9,837262041401119e-10	9,837262041401119e-10	10,51294378698225
8,825235272524879e-10	8,825235272524879e-10	10,47932928
8,587422053096817e-10	8,587422053096817e-10	10,44587573620227
9,164660878013821e-10	9,164660878013821e-10	10,41258212953
1,053082814905792e-09	1,053082814905792e-09	10,3794474420869
1,259158161701635e-09	1,259158161701635e-09	10,34647066406161
1,518715143902227e-09	1,518715143902227e-09	10,31365079365079
1,810105168260634e-09	1,810105168260634e-09	10,28098683698303
2,107819454977289e-09	2,107819454977289e-09	10,24847780804358
2,385147527093068e-09	2,385147527093068e-09	10,21612272859999
2,617502468638122e-09	2,617502468638122e-09	10,18392062812845
2,785764518193901e-09	2,785764518193901e-09	10,15187054374109
2,8789063799195e-09	2,8789063799195e-09	10,11997152011392
2,895084326155484e-09	2,895084326155484e-09	10,0882226094157
2,841115347109735e-09	2,841115347109735e-09	10,05662287123751
2,730187261477113e-09	2,730187261477113e-09	10,02517137252309
2,578635467216373e-09	2,578635467216373e-09	9,993867187500001
2,402422542218119e-09	2,402422542218119e-09	9,962709397611475
2,214652486145496e-09	2,214652486145496e-09	9,931697091449037
2,023976994678378e-09	2,023976994678378e-09	9,900829364685851
1,834857539506629e-09	1,834857539506629e-09	9,870105320010802
1,648774486966431e-09	1,648774486966431e-09	9,839524067063278
1,466063258703798e-09	1,466063258703798e-09	9,809084722368661
1,287646009586752e-09	1,287646009586752e-09	9,778786409274527
1,11625122372061e-09	1,11625122372061e-09	9,748628257887518
9,566288645146415e-10	9,566288645146415e-10	9,718609405010911
8,150746725732462e-10	8,150746725732462e-10	9,688728994082842
6,982334889471532e-10	6,982334889471532e-10	9,658986175115208
6,118469900684431e-10	6,118469900684431e-10	9,629380104633221
5,59393702133093e-10	5,59393702133093e-10	9,599909945615595
5,412228347267956e-10	5,412228347267956e-10	9,570574867435402
5,54102662135847e-10	5,54102662135847e-10	9,541374045801527
5,91367279412225e-10	5,91367279412225e-10	9,512306662700775
-3,041765987873078e-06	-3,041765987873078e-06	9,483371906340569
6,998189201112837e-10	6,998189201112837e-10	9,454568971092286
7,488776464015246e-10	7,488776464015246e-10	9,425897057435163
7,811031537130476e-10	7,811031537130476e-10	9,397355371900828
7,895664020907135e-10	7,895664020907135e-10	9,368943127018387
7,710170757491142e-10	7,710170757491142e-10	9,340659541260122
7,261256541823969e-10	7,261256541823969e-10	9,312503838987737
6,59073775750585e-10	6,59073775750585e-10	9,284475250399188
5,766252797911875e-10	5,766252797911875e-10	9,25657301147606
4,868197356699966e-10	4,868197356699966e-10	9,228796363931501
3,977806045440957e-10	3,977806045440957e-10	9,201144555158704
3,167488830513321e-10	3,167488830513321e-10	9,173616838179928
2,496629713277798e-10	2,496629713277798e-10	9,146212471596051
2,012225377256982e-10	2,012225377256982e-10	9,118930719536646
1,754054756020196e-10	1,754054756020196e-10	9,091770851610583
1,762083229550626e-10	1,762083229550626e-10	9,064732142857144
2,083156323351432e-10	2,083156323351432e-10	9,037813873697644
2,774725180643145e-10	2,774725180643145e-10	9,011015329887558
3,903530523530208e-10	3,903530523530208e-10	8,984335802469136
5,538548066397198e-10	5,538548066397198e-10	8,95777458772452
7,739254942862318e-10	7,739254942862318e-10	8,931330987129334
-1,216295883059502e-06	-1,216295883059502e-06	8,90500430730676
-1,221349984407425e-06	-1,221349984407425e-06	8,878793859982085
-1,684833616018295e-06	-1,684833616018295e-06	8,852698961937717
-1,231347098946572e-06	-1,231347098946572e-06	8,826718934968659
2,712800924200565e-09	2,712800924200565e-09	8,800853105838444
-1,241269111633301e-06	-1,241269111633301e-06	8,775100806235518
-1,246236711740494e-06	-1,246236711740494e-06	8,749461372730071
4,218801041133702e-09	4,218801041133702e-09	8,723934146731313
4,698127449955792e-09	4,698127449955792e-09	8,698518474445173
5,144876195117831e-09	5,144876195117831e-09	8,673213706832442
5,546605680137873e-09	5,546605680137873e-09	8,648019199567335
5,890667671337724e-09	5,890667671337724e-09	8,622934312996478
6,164992228150368e-09	6,164992228150368e-09	8,597958412098299
6,359671242535115e-09	6,359671242535115e-09	8,573090866442854
6,469040527008475e-09	6,469040527008475e-09	8,548331050152028
6,493437103927136e-09	6,493437103927136e-09	8,523678341860162
6,439453572966159e-09	6,439453572966159e-09	8,499132124675066
-1,794400364160538e-06	-1,794400364160538e-06	8,474691786139434
-1,802357286214829e-06	-1,802357286214829e-06	8,450356718192628
5,933027132414282e-09	5,933027132414282e-09	8,426126317132866
5,688124219886959e-09	5,688124219886959e-09	8,401999983579774
5,413232138380408e-09	5,413232138380408e-09	8,377977122437327
5,105260643176735e-09	5,105260643176735e-09	8,354057142857144
4,75824810564518e-09	4,75824810564518e-09	8,330239458202161
4,367817600723357e-09	4,367817600723357e-09	8,306523486010667
3,934304404538125e-09	3,934304404538125e-09	8,282908647960681
3,465121844783425e-09	3,465121844783425e-09	8,259394369834713
2,975003735627979e-09	2,975003735627979e-09	8,235980081484836
2,484103315509856e-09	2,484103315509856e-09	8,212665216798145
2,014791534747928e-09	2,014791534747928e-09	8,189449213662527
-1,38461247086525e-06	-1,38461247086525e-06	8,166331513932779
1,222330465679988e-09	1,222330465679988e-09	8,143311563397067
9,282804967369885e-10	9,282804967369885e-10	8,120388811743702
7,122895476641134e-10	7,122895476641134e-10	8,097562712528264
5,755452002631501e-10	5,755452002631501e-10	8,074832723141018
-1,415261775255203e-06	1,774026870727539e-05	8,052198304774683
5,287017484079116e-10	5,287017484079116e-10	8,029658922392487
-1,427115797996521e-06	-1,427115797996521e-06	8,007214044696562
7,507881673518569e-10	7,507881673518569e-10	7,984863144096627
9,470956138102338e-10	9,470956138102338e-10	7,96260569667898
1,189731992781162e-09	1,189731992781162e-09	7,940441182175807
1,468597038183361e-09	1,468597038183361e-09	7,918369083934766
1,771439419826493e-09	1,771439419826493e-09	7,89638888888889
2,083958388539032e-09	2,083958388539032e-09	7,874500087526764
2,390228619333357e-09	2,390228619333357e-09	7,852702173863
2,673411509022117e-09	2,673411509022117e-09	7,830994645408999
2,916734083555639e-09	2,916734083555639e-09	7,809377003143983
-2,041012048721313e-06	-2,041012048721313e-06	7,787848751486327
3,223299863748253e-09	3,223299863748253e-09	7,766409398265147
3,263278340455145e-09	3,263278340455145e-09	7,745058454692175
3,219344944227487e-09	3,219344944227487e-09	7,723795435333898
3,092170227319002e-09	3,092170227319002e-09	7,702619858083965
2,888590097427368e-09	2,888590097427368e-09	7,681531244135861
2,621587191242725e-09	2,621587191242725e-09	7,66052911795584
2,308838011231274e-09	2,308838011231274e-09	7,639613007256115
1,97112953173928e-09	1,97112953173928e-09	7,61878244296831
1,629658945603296e-09	1,629658945603296e-09	7,59803695921716
1,303751050727442e-09	1,303751050727442e-09	7,577376093294461
1,008791150525212e-09	1,008791150525212e-09	7,556799385633271
7,549727160949261e-10	7,549727160949261e-10	7,536306379782352
5,471432814374566e-10	5,471432814374566e-10	7,515896622380859
3,854262104141526e-10	3,854262104141526e-10	7,495569663133263
2,665444299054798e-10	2,665444299054798e-10	7,475325054784515
1,85436201718403e-10	1,85436201718403e-10	7,455162353095446
1,368441826343769e-10	1,368441826343769e-10	7,435081116818391
8,816886838758365e-10	8,816886838758365e-10	7,405121098997817
1,299809373449534e-09	1,299809373449534e-09	7,365441968292048
1,920837967190892e-09	1,920837967190892e-09	7,326080906580289
2,687241358216852e-09	2,687241358216852e-09	7,287034523389442
3,274283080827445e-09	3,274283080827445e-09	7,248299473302492
-1,02132884785533e-07	-1,02132884785533e-07	7,209872455241904
-6,28875494003296e-07	-6,28875494003296e-07	7,171750211766294
-1,033362746238709e-07	-1,033362746238709e-07	7,133929528380074
8,795189205557108e-10	8,795189205557108e-10	7,096407232855803
-1,486499235033989e-07	-1,486499235033989e-07	7,059180194568989
-8,934525400400163e-07	-8,934525400400163e-07	7,022245323845064
-1,456512045115233e-07	-1,456512045115233e-07	6,985599571318292
4,421022313181311e-09	4,421022313181311e-09	6,949239927302353
4,721592995338143e-09	4,721592995338143e-09	6,913163421172364
4,170618194621057e-09	4,170618194621057e-09	6,877367120758104
3,237347991671413e-09	3,237347991671413e-09	6,841848131748193
2,492163330316544e-09	2,492163330316544e-09	6,806603597105037
2,238776505691931e-09	2,238776505691931e-09	6,771630696490272
2,368694986216724e-09	2,368694986216724e-09	6,736926645700523
2,513994986657053e-09	2,513994986657053e-09	6,70248869611326
2,377577184233815e-09	2,377577184233815e-09	6,668314134142545
1,987908326555044e-09	1,987908326555044e-09	6,63440028070445
-1,18682449683547e-07	-1,18682449683547e-07	6,600744490691995
-7,18991905450821e-07	-7,18991905450821e-07	6,567344152459358
-1,174789387732744e-07	-1,174789387732744e-07	6,534196687315214
3,134727594442666e-09	3,134727594442666e-09	6,501299549024991
-1,207397691905499e-07	-1,207397691905499e-07	6,468650223321887
-7,40310698747635e-07	-7,40310698747635e-07	6,436246227426446
-1,222161576151848e-07	-1,222161576151848e-07	6,404085109574547
3,549114990164526e-10	3,549114990164526e-10	6,372164448553624
1,870170854090247e-10	1,870170854090247e-10	6,340481853246953
8,054042700678111e-10	8,054042700678111e-10	6,309034962185859
-1,765569671988487e-07	-1,765569671988487e-07	6,277821443109664
-1,064975708723068e-06	-1,064975708723068e-06	6,246838992533251
-1,754802651703358e-07	-1,754802651703358e-07	6,216085335322062
1,803055783966556e-09	1,803055783966556e-09	6,185558224274422
-1,32005037739873e-07	-1,32005037739873e-07	6,155255439711004
-7,987836748361588e-07	-7,987836748361588e-07	6,125174789071329
-1,318782195448875e-07	-1,318782195448875e-07	6,095314106517145
1,118412910727784e-09	1,118412910727784e-09	6,065671252542565
-3,250112757086754e-07	-3,250112757086754e-07	6,036244113590806
-1,952783912420273e-06	-1,952783912420273e-06	6,007030601677449
-5,125547945499421e-07	-5,125547945499421e-07	5,978028654020038
-1,142548993229866e-06	-1,142548993229866e-06	5,949236232673936
-1,861394941806793e-07	-1,861394941806793e-07	5,920651324174306
-1,399959251284599e-07	-1,399959251284599e-07	5,89227193918409
-9,974216669797899e-07	-9,974216669797899e-07	5,86409611214789
-1,002316921949387e-06	-1,002316921949387e-06	5,836121900951619
-1,411874685436487e-07	-1,411874685436487e-07	5,808347386587823
4,14608046412468e-09	4,14608046412468e-09	5,78077067282657
5,07412594743073e-09	5,07412594743073e-09	5,75338988589179
4,383766499813647e-09	4,383766499813647e-09	5,72620317414297
1,608776450157166e-05	3,025381593033672e-09	5,699208707762095
2,047103916993365e-09	2,047103916993365e-09	5,672404678445749
1,715515682008117e-09	1,715515682008117e-09	5,645789299102276
1,673314836807549e-09	1,673314836807549e-09	5,61936080355389
1,575697970110923e-09	1,575697970110923e-09	5,593117446243665
1,411091798217967e-09	1,411091798217967e-09	5,567057501947296
1,340614689979702e-09	1,340614689979702e-09	5,541179265489561
1,397789892507717e-09	1,397789892507717e-09	5,515481051465366
-2,163475006818772e-07	-2,163475006818772e-07	5,48996119396533
-1,462735384702683e-06	-1,462735384702683e-06	5,464618046305784
-1,172817945480347e-06	-1,172817945480347e-06	5,439449980763138
-1,593228429555893e-07	-1,593228429555893e-07	5,414455388312506
-2,242090739309788e-07	-2,242090739309788e-07	5,38963267837054
-1,340600848197937e-06	-1,340600848197937e-06	5,364980278542365
-2,223224565386772e-07	1,268981695175171e-05	5,340496634372571
1,253660011570901e-09	1,253660011570901e-09	5,316180209100162
1,30913507938385e-05	1,423686335328966e-09	5,292029483417406
-2,301732078194618e-07	-2,301732078194618e-07	5,268042955232514
-1,3856640458107e-06	-1,3856640458107e-06	5,244219139436068
-2,288502268493176e-07	-2,288502268493176e-07	5,220556567671142
2,536725369282067e-09	2,536725369282067e-09	5,197053788107048
-1,702737621963024e-07	-1,702737621963024e-07	5,173709365216628
-1,034810245037079e-06	-1,034810245037079e-06	5,150521879557056
-1,702091284096241e-07	-1,702091284096241e-07	5,127489927554054
-2,41281520575285e-07	-2,41281520575285e-07	5,104612121289492
-1,631674617528915e-06	-1,631674617528915e-06	5,081887088292287
-1,307900696992874e-06	-1,307900696992874e-06	5,059313471332558
-3,571492806077004e-07	-3,571492806077004e-07	5,036889928218972
-1,078543290495873e-06	-1,078543290495873e-06	5,01461513159923
-3,596202656626702e-07	-3,596202656626702e-07	4,992487768763629
-1,091420724987984e-06	-1,091420724987984e-06	4,970506541451659
-1,792996749281883e-07	-1,792996749281883e-07	4,948670165661563
2,001278400421143e-05	1,957422937266529e-09	4,926977371462828
1,089651486836374e-09	1,089651486836374e-09	4,905426902811543
4,991700552636758e-10	1,476452708244324e-05	4,884017517368581
1,919099850056228e-10	1,919099850056228e-10	4,862747986320541
6,52509106657817e-11	6,52509106657817e-11	4,84161709420343
2,318249698873842e-11	2,318249698873842e-11	4,820623638729007
1,18102616397664e-11	1,18102616397664e-11	4,799766430613762
-1,950869522988796e-07	-1,950869522988796e-07	4,779044293410486
-1,16868257522583e-06	-1,16868257522583e-06	4,758456063342365
-1,944575645029545e-07	-1,944575645029545e-07	4,738000589139581
-1,988963782787323e-07	-1,988963782787323e-07	4,71767673187837
-1,231121569871903e-06	-1,231121569871903e-06	4,69748336482248
