s_500
0,001005807189941406
0,0009959784698486329
0,0009861497497558594
0,0009763210296630861
0,0009664922332763673
0,0009566635131835938
0,0009468347930908204
0,0009370060729980469
0,0009271773529052735
0,0009173485565185548
0,0009075198364257814
0,0008976911163330078
0,0008878623962402344
0,000878033676147461
0,0008682048797607423
0,0008583761596679688
0,0008485474395751954
0,0008387187194824219
0,0008288899993896485
0,0008190612030029297
0,0008092324829101563
0,0007994037628173829
0,0007895750427246095
0,000779746322631836
0,0007699175262451172
0,0007600888061523438
0,0007502600860595704
0,000740431365966797
0,0007306026458740235
0,0007207738494873048
0,0007109451293945313
0,0007011164093017579
0,0006912876892089844
0,000681458969116211
0,0006716302490234376
0,0006618014526367189
0,0006519727325439453
0,0006421440124511719
0,0006323152542114258
0,0006224865341186524
0,000612657814025879
0,0006028290557861329
0,0005930003356933594
0,000583171615600586
0,0005733428573608399
0,0005635141372680665
0,0005536853790283204
0,0005438566589355469
0,0005340279388427734
0,0005241991806030274
0,000514370460510254
0,0005045417022705079
0,0004947129821777345
0,000484884262084961
0,0004750555038452149
0,0004652267837524414
0,0004553980255126953
0,0004455693054199219
0,0004357405853271485
0,0004259118270874024
0,000416083106994629
0,0004062543869018555
0,0003964256286621094
0,000386596908569336
0,0003767681503295898
0,0003669394302368164
0,000357110710144043
0,0003472819519042969
0,0003374532318115235
0,0003276244735717774
0,0003177957534790039
0,0003079670143127442
0,0002981382942199707
0,0002883095550537109
0,0002784808158874512
0,0002686520767211914
0,0002588233375549316
0,0002489946174621582
0,0002391658782958984
0,0002293371391296387
0,0002195083999633789
0,0002096796798706055
0,0001998509407043457
0,0001900222015380859
0,0001801934623718262
0,0001703647232055664
0,000160536003112793
0,0001507072639465332
0,0001408785247802735
0,0001310497951507568
0,0001212210559844971
0,0001113923263549805
0,0001015635871887207
9,173484802246094e-05
8,190611839294435e-05
7,207738399505615e-05
6,224864959716797e-05
5,241991519927979e-05
4,259117603302002e-05
3,276244401931763e-05
2,293370723724366e-05
1,310497283935547e-05
3,276238441467285e-06
1,456102281808853e-06
8,190546929836274e-07
5,241926386952401e-07
3,640206903219224e-07
2,674420364201069e-07
2,047587744891644e-07
1,617833413183689e-07
1,310432609170675e-07
1,082990877330303e-07
9,099100716412068e-08
7,752915378659964e-08
6,685562431812286e-08
5,823784973472357e-08
5,11848321184516e-08
4,533946979790927e-08
4,044100176542998e-08
3,629543352872134e-08
3,275601658970118e-08
2,971009118482471e-08
2,707000356167555e-08
2,476673340424896e-08
2,274532802402973e-08
2,096160780638456e-08
1,937971799634397e-08
1,786474022082985e-08
1,670922036282718e-08
1,544549828395248e-08
1,455482095479965e-08
1,363057759590447e-08
1,279162592254579e-08
1,202778308652342e-08
1,133034122176468e-08
1,069181598722935e-08
1,010575098916888e-08
9,294842602685095e-09
9,069335646927357e-09
8,609864744357766e-09
8,184409234672786e-09
7,789693190716208e-09
7,422827766276896e-09
7,081256480887533e-09
6,762708653695882e-09
5,976366228424013e-09
6,186817190609873e-09
5,926053854636849e-09
5,681424518115819e-09
5,451626493595541e-09
5,235487478785217e-09
5,031949258409441e-09
4,840056353714318e-09
4,658945254050195e-09
4,487833357416094e-09
4,326010239310563e-09
4,172829212620855e-09
4,027698596473783e-09
3,890074731316418e-09
2,657793811522424e-09
3,635366738308221e-09
3,517373988870532e-09
3,405062598176301e-09
3,298046358395368e-09
3,195965255144984e-09
3,09848808683455e-09
3,005314501933754e-09
2,91617529001087e-09
2,830832381732762e-09
2,74907797574997e-09
2,670728426892311e-09
2,59562220890075e-09
2,523612056393176e-09
2,454561472404748e-09
2,38833948969841e-09
2,324817032786086e-09
5,492478157975711e-10
2,205353521276266e-09
2,149150823242963e-09
2,095125237246975e-09
2,043146087089554e-09
1,993086625589058e-09
1,944826653925702e-09
1,898255140986294e-09
1,853272551670671e-09
1,809792447602376e-09
-1,644084986764938e-09
1,727061026031152e-09
1,687699550529942e-09
1,649615878704935e-09
1,612772612133995e-09
1,577134826220572e-09
1,542666432214901e-09
1,509330322733149e-09
1,477088080719113e-09
-3,153089492116124e-09
1,4157296391204e-09
1,386542717227712e-09
1,358313311357051e-09
-2,458913368172944e-09
-4,05936996685341e-09
1,279239659197629e-09
1,254753005923703e-09
-3,036924172192812e-09
1,208606772706844e-09
1,186917288578115e-09
1,16608694952447e-09
1,146025097114034e-09
